name,state,address,local_river,river_name,seg_id,dist_deg,latitude,longitude,half_m,dam_length_m,capacity_m3,capacity_mcm,reservoir_area_m2,effective_storage_m3,osm_name
Murliya Dam,Rajasthan,"Local Nalla River, Bhadesar, Rajasthan",Local Nalla,,,,24.7044,74.6406,24.65,2280.0,9620000.0,9.62,5490000,8470000.0,
Shakargarh Dam,Rajasthan,"Local Nalla River, Jahazpur, Rajasthan",Local Nalla,,,,25.4639,75.2831,15.97,2156.0,4306000.0,4.306,193000,3811000.0,
Machlana Dam,Rajasthan,"Local River, Pratapgarh, Rajasthan",Local,,,,24.0394,74.93,22.3,383.0,4200000.0,4.2,665000,4110000.0,
Umed Sagar Dam,Rajasthan,"Khari River, Kishanganj., Rajasthan",Khari,Khul,3770.0,0.015929,25.2006,76.7569,10.67,4800.0,18600000.0,18.6,11655000,17772000.0,
Kalisindh Dam Phase-I Dam,Rajasthan,"Kalisindh River, Jhalawar, Rajasthan",Kalisindh,Kali Sindh,3563.0,0.002498,24.4815,76.2242,30.5,955.0,5437000000.0,5437.0,18340000,5395000000.0,
Barwa Sagar Dam,Uttar Pradesh,"Barwa Nala River, Jhansi, Uttar Pradesh",Barwa Nala,,,,25.3803,78.7478,21.3,1067.0,24500000.0,24.5,52000000,10200000.0,
Magar Pur Dam,Uttar Pradesh,"Local Stream River, Jhansi, Uttar Pradesh",Local Stream,,,,25.2875,78.8611,10.2,739.1,2460000.0,2.46,18130000,1722000.0,
Pachwara Lake Dam,Uttar Pradesh,"Local River, Jhansi, Uttar Pradesh",Local,,,,25.3669,79.0453,13.72,208.0,6150000.0,6.15,21093000,5850000.0,
Parichha Dam,Uttar Pradesh,"Betwa River, Jhansi, Uttar Pradesh",Betwa,Betwa,3464.0,0.001179,25.5167,78.7792,16.77,1174.59,78760000.0,78.76,80200000,77170000.0,Pariccha dam
Dhekwan Dam,Uttar Pradesh,"Betwa River, Jhansi, Uttar Pradesh",Betwa,Betwa,4159.0,0.000943,25.1878,78.5458,18.97,2970.0,57800000.0,57.8,194300000,57800000.0,
Pahuj Dam,Uttar Pradesh,"Pahuj River, Jhansi, Uttar Pradesh",Pahuj,Pahuj,3459.0,0.002522,25.5031,78.535,10.67,2040.0,18250000.0,18.25,402000000,18210000.0,
Sukhra Dam,Uttar Pradesh,"Sukhara Nala River, Mirzapur, Uttar Pradesh",Sukhara Nala,,,,24.795,82.2767,12.2,1158.0,7360000.0,7.36,23067000,7260000.0,
Lachura Dam,Uttar Pradesh,"Sunhari River, Hamirpur., Uttar Pradesh",Sunhari,Dhasan,4133.0,0.002617,25.3192,79.2794,14.94,542.3,20640000.0,20.64,218500000,10560000.0,
Siori Lake Dam,Uttar Pradesh,"Lakheri River, Hamirpur., Uttar Pradesh",Lakheri,,,,25.3142,79.0917,13.94,2306.0,7820000.0,7.82,19900000,7600000.0,
Pahari Dam,Uttar Pradesh,"Dhasan River, Mau Ranipur, Uttar Pradesh",Dhasan,Kurai,4130.0,0.01655,25.2322,79.135,10.0,580.95,47800000.0,47.8,80300000,46000000.0,
Gangau Dam,Madhya Pradesh,"Ken River, Chhatar Pur, Madhya Pradesh",Ken,Ken,4274.0,0.001217,24.6261,79.8592,16.15,826.0,58472000.0,58.472,149900000,56490000.0,
Ghori Dam,Uttar Pradesh,"Ghori River, Mirzapur, Uttar Pradesh",Ghori,,,,24.9364,82.4281,13.87,1584.0,13790000.0,13.79,314196000,9653000.0,
Kotra Khambha Dam,Uttar Pradesh,"Harai River, Chitrakoot, Uttar Pradesh",Harai,,,,25.2233,81.4247,18.0,806.0,3750000.0,3.75,34000000,3030000.0,
Khapatia Dam,Uttar Pradesh,"Borega River, Chitrakoot, Uttar Pradesh",Borega,,,,25.2136,81.3717,16.0,806.0,8080000.0,8.08,12600000,5047000.0,
Dhandhraul Dam,Uttar Pradesh,"Ghaghar River, Robertsganj, Uttar Pradesh",Ghaghar,Son,3964.0,0.002779,24.6094,83.1664,21.0,7305.0,144144000.0,144.144,314196000,139504000.0,
Majhgawan Dam,Uttar Pradesh,"Gunchi Nala River, Hamirpur., Uttar Pradesh",Gunchi Nala,,,,25.1853,79.5406,19.43,1402.0,25460000.0,25.46,2430747,25050000.0,
Dongia Dam,Uttar Pradesh,"Garai River, Mirzapur, Uttar Pradesh",Garai,,,,24.9033,83.0089,15.3,2012.0,28330000.0,28.33,70850000,20250000.0,
Barwar Dam,Uttar Pradesh,"Bora River, Jhansi, Uttar Pradesh",Bora,Lakheri,4137.0,0.016308,25.5147,79.1494,20.4,2233.0,33780000.0,33.78,100640000,31650000.0,
Rampur Kalyangarh Dam,Uttar Pradesh,"Local River, Chitrakoot, Uttar Pradesh",Local,,,,25.0239,81.0361,13.0,1000.0,1850000.0,1.85,356116,1170000.0,
Bhainsora Dam,Uttar Pradesh,"Marhwa Nala River, Varanasi, Uttar Pradesh",Marhwa Nala,,,,24.7806,83.2203,11.26,1850.61,19830000.0,19.83,3688223,13881000.0,
Jaiwanti Dam,Uttar Pradesh,"Jaiwanti River, Chitrakoot, Uttar Pradesh",Jaiwanti,,,,25.1856,81.2178,15.0,3352.0,9430000.0,9.43,81000000,9146000.0,
Khandeha Dam,Uttar Pradesh,"Dashrath Nala River, Chitrakoot, Uttar Pradesh",Dashrath Nala,,,,25.1839,81.2672,19.9,1200.0,26940000.0,26.94,1080000,25400000.0,
Aunjhar Dam,Uttar Pradesh,"Aunjhar River, Chitrakoot, Uttar Pradesh",Aunjhar,,,,25.1872,81.3244,17.6,1056.0,6116000.0,6.116,81000000,5947000.0,
Bardha Dam,Uttar Pradesh,"Bardha Nala River, Chitrakoot, Uttar Pradesh",Bardha Nala,,,,25.2203,81.1522,14.1,2800.0,7800000.0,7.8,24300000,7325000.0,
Kohar Gaddi Dam,Uttar Pradesh,"Bhabhar Nala River, Balrampur., Uttar Pradesh",Bhabhar Nala,,,,27.6153,82.6542,10.5,2820.0,12543000.0,12.543,3107000,10980000.0,
Raipura Dam,Uttar Pradesh,"Arjun Nala River, Mahoba, Uttar Pradesh",Arjun Nala,,,,25.2908,79.7922,13.0,3509.0,12453000.0,12.453,880954,6289000.0,
Nagwa Dam,Uttar Pradesh,"Karmnasa River, Robertsganj, Uttar Pradesh",Karmnasa,,,,24.6722,83.3797,20.31,2810.19,154480000.0,154.48,54390000,104110000.0,
Bhonka Dam,Uttar Pradesh,"Bhonka River, Mirzapur, Uttar Pradesh",Bhonka,,,,25.0683,82.575,15.3,2012.0,8500000.0,8.5,231522,2300000.0,
Saprar Dam,Uttar Pradesh,"Saprar River, Jhansi, Uttar Pradesh",Saprar,Kurai,4128.0,0.011549,25.2089,79.0994,16.76,3000.0,76200000.0,76.2,200500000,65700000.0,
Govind Sagar Dam,Uttar Pradesh,"Shahjad River, Lalitpur, Uttar Pradesh",Shahjad,Jamni,4160.0,0.003677,24.6742,78.4194,18.29,3606.0,96884000.0,96.884,247880000,50110000.0,
Ahraura Dam,Uttar Pradesh,"Garai River, Mirzapur, Uttar Pradesh",Garai,,,,25.0,83.0319,22.87,1219.5,60240000.0,60.24,101200000,58300000.0,
Kabrai Dam,Uttar Pradesh,"Magaria River, Mahoba, Uttar Pradesh",Magaria,,,,25.4086,79.9731,18.24,2440.0,14617000.0,14.617,50500000,11944000.0,
Naugarh Dam,Uttar Pradesh,"Karmnasa River, Chakia, Uttar Pradesh",Karmnasa,,,,24.8622,83.3461,18.9,5975.0,173396000.0,173.396,83870000,101940000.0,
Arjun Dam,Uttar Pradesh,"Arjun River, Mahoba, Uttar Pradesh",Arjun,,,,25.3864,79.6761,25.88,4206.0,69206000.0,69.206,180000000,63826000.0,
Baghel Khand Dam,Uttar Pradesh,"Jamunahwa River, Balrampur., Uttar Pradesh",Jamunahwa,,,,27.6214,82.4158,15.0,3200.0,2720000.0,2.72,1610000,2490000.0,
Barwatola Dam,Uttar Pradesh,"Local Stream River, Mirzapur, Uttar Pradesh",Local Stream,,,,24.0614,83.1142,16.77,1050.0,2058000.0,2.058,77000000,1270000.0,
Rajkhar Dam,Uttar Pradesh,"Local Stream River, Mirzapur, Uttar Pradesh",Local Stream,,,,24.2286,83.1927,14.94,970.0,1700000.0,1.7,138266,1190000.0,
Rangawan Dam,Madhya Pradesh,"Bannel Nala River, Chhatar Pur, Madhya Pradesh",Bannel Nala,Banne,4276.0,0.002923,24.6869,79.8586,27.4,2073.0,164238000.0,164.238,25900000,155177000.0,
Banghoghwa Dam,Uttar Pradesh,"Dagwara River, Bahraich, Uttar Pradesh",Dagwara,,,,27.7936,82.1375,14.1,2920.0,2809000.0,2.809,26480000,1141000.0,
Dhartidolwa Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.45,83.3358,12.19,838.0,793000.0,0.793,40964,555100.0,
Jirgo Dam,Uttar Pradesh,"Jirgo River, Mirzapur, Uttar Pradesh",Jirgo,Ganga,4039.0,0.007166,25.0492,82.9533,29.88,6704.0,150850000.0,150.85,307200000,132720000.0,Jargo Dam
Khairman Dam,Uttar Pradesh,"Henga Nala River, Gonda, Uttar Pradesh",Henga Nala,,,,27.7686,82.2242,10.6,3020.0,5051000.0,5.051,4994000,1447000.0,
Rampur Dam,Uttar Pradesh,"Goinghawa Nala River, Bahraich, Uttar Pradesh",Goinghawa Nala,,,,27.8539,82.0575,10.5,3820.0,10500000.0,10.5,9933000,9227000.0,
Sirsi Dam,Uttar Pradesh,"Bakhar Nala River, Mirzapur, Uttar Pradesh",Bakhar Nala,Belan,4051.0,0.0,24.8428,82.5003,21.34,3808.0,215000000.0,215.0,30149000,195000000.0,
Upper Khajuri Dam,Uttar Pradesh,"Khajuri River, Mirzapur, Uttar Pradesh",Khajuri,,,,24.9978,82.6081,24.88,2313.0,44740000.0,44.74,113172000,37834000.0,
Kota Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,Son,4613.0,0.011333,24.4539,83.1117,14.63,549.0,1983000.0,1.983,119269,1133000.0,Kota Bandh
Lakra Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.6411,83.0553,10.36,1026.0,1345000.0,1.345,344611,977000.0,
Salar Pur Dam,Uttar Pradesh,"Kardia River, Mahoba, Uttar Pradesh",Kardia,,,,25.2008,79.8381,11.0,2975.0,4020000.0,4.02,819630,3483000.0,
Dhora Dam,Uttar Pradesh,"Kichha River, Udhamsingh, Uttar Pradesh",Kichha,,,,28.9389,79.5814,14.63,9610.0,45640000.0,45.64,55400000,44890000.0,
Ohen (Balmiki) Dam,Uttar Pradesh,"Ohen River, Chitrakoot, Uttar Pradesh",Ohen,,,,25.1353,81.0314,23.5,2401.0,38340000.0,38.34,64850000,37775000.0,
Rihand Dam,Uttar Pradesh,"Rihand River, Dudhi, Uttar Pradesh",Rihand,Rihand,4340.0,0.001155,24.2028,83.0061,91.46,934.45,10600000000.0,10600.0,466000000,8900000000.0,
Sarda Sagar Dam,Uttar Pradesh,"Chauba River, Pilibhit, Uttar Pradesh",Chauba,,,,28.7833,80.0897,16.15,22200.0,406260000.0,406.26,57650000,330100000.0,
Silhata Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.6749,83.3409,16.2,990.0,1288000.0,1.288,94768,1138000.0,
Sukhra Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7936,82.2722,10.36,1896.0,1699000.0,1.699,1687278,1416000.0,
Nanauti Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.9864,82.7806,13.71,1400.0,340280000.0,340.28,196293,340280000.0,
Hinauti Dam,Uttar Pradesh,"Col Nala River, Mirzapur, Uttar Pradesh",Col Nala,,,,25.0519,82.7875,10.66,995.0,6147000.0,6.147,4921000,4380000.0,
Matatila Dam,Uttar Pradesh,"Betwa River, Jhansi, Uttar Pradesh",Betwa,Betwa,4159.0,0.000377,25.0972,78.3725,45.72,6300.0,1132000000.0,1132.0,138850000,1019400000.0,Mata Tila Dam
Bhagwan Pur Dam,Uttar Pradesh,"Nakti Nala River, Gonda, Uttar Pradesh",Nakti Nala,,,,27.5931,82.4489,14.52,4400.0,9770000.0,9.77,401044000,8836000.0,
Chandraprabha Dam,Uttar Pradesh,"Chandra Prabha River, Chakia, Uttar Pradesh",Chandra Prabha,,,,24.9317,83.1736,22.25,1600.0,113257000.0,113.257,53364000,93445000.0,
Girgitahi Dam,Uttar Pradesh,"Ramsutia Nala River, Balrampur., Uttar Pradesh",Ramsutia Nala,,,,27.6764,82.32,15.18,4800.0,9250000.0,9.25,257380000,6475000.0,
Gularia Dam,Uttar Pradesh,"Gularia Stream River, Allahabad, Uttar Pradesh",Gularia Stream,,,,25.0781,82.1786,11.2,3200.0,330000.0,0.33,3050000,329000.0,
Keolari Dam,Uttar Pradesh,"Keolari River, Hamirpur., Uttar Pradesh",Keolari,,,,25.3114,79.3672,11.73,23000.0,7570000.0,7.57,25667000,7230000.0,
Moosakhand Dam,Uttar Pradesh,"Karmnasa River, Chakia, Uttar Pradesh",Karmnasa,,,,24.9781,83.3008,33.53,2967.0,155771000.0,155.771,1154515000,110440000.0,
Pili Dam,Uttar Pradesh,"Pili River, Nagina, Uttar Pradesh",Pili,,,,29.3561,78.7914,19.0,1540.0,55300000.0,55.3,1150000000,54275000.0,
Barwatola Dam,Uttar Pradesh,"Barwa River, Chitrakoot, Uttar Pradesh",Barwa,,,,25.1822,80.7942,19.0,3815.0,24500000.0,24.5,91050000,17630000.0,
Jogendra Dam,Uttar Pradesh,"Jogendra River, Robertsganj, Uttar Pradesh",Jogendra,,,,24.6089,82.3936,10.04,1313.0,1422000.0,1.422,439205,995400.0,
Lali Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7267,82.6131,10.69,1030.0,776000.0,0.776,5065,543200.0,
Obra Dam,Uttar Pradesh,"Rihand River, Robertsganj, Uttar Pradesh",Rihand,Rihand,4340.0,0.001202,24.4394,82.9661,29.23,1956.76,211050000.0,211.05,9403873,211000000.0,
Rajban Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.5992,83.0372,11.35,1023.0,736000.0,0.736,810814,515200.0,
Sarai Garh Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7664,83.4047,10.82,735.0,735000.0,0.735,156045,514500.0,
Chandrawal Dam,Uttar Pradesh,"Chandrawal River, Charkhari, Uttar Pradesh",Chandrawal,,,,25.4472,79.8958,10.0,5765.0,34731000.0,34.731,119200000,30665000.0,
Jamni Dam,Uttar Pradesh,"Jamni River, Mahrauni, Uttar Pradesh",Jamni,Jamni,4163.0,0.00685,24.3697,78.6844,19.18,6400.0,92490000.0,92.49,247235000,84020000.0,
Rampur Pindaria Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,25.0533,82.5178,10.3,1260.0,1212000.0,1.212,1606887,848400.0,
Barkachha Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.9375,82.4261,14.56,570.0,1742000.0,1.742,1481110,1219400.0,
Garhwa Dam,Uttar Pradesh,"Garhwa River, Mau, Uttar Pradesh",Garhwa,,,,25.2131,81.4464,13.0,980.0,2255000.0,2.255,120087,1841000.0,
Maro Dam,Uttar Pradesh,"Maro River, Chitrakoot, Uttar Pradesh",Maro,Paisuni,4247.0,0.003323,25.2189,80.9136,16.0,568.0,6754000.0,6.754,13900000,5471000.0,
Murta Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7853,82.6128,15.8,585.0,1042000.0,1.042,258912,760000.0,
Adwa Dam,Uttar Pradesh,"Adwa River, Mirzapur, Uttar Pradesh",Adwa,Belan,4053.0,2.4e-05,24.7858,82.3125,20.48,7906.0,88100000.0,88.1,166700000,83700000.0,
Deori Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.705,83.3547,12.26,930.0,2227000.0,2.227,380619,2011000.0,
Kargara Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.6083,82.9842,16.84,1410.0,1515000.0,1.515,101924,1195000.0,
Berbeta Dam,Uttar Pradesh,"Bhatwa Nala River, Mirzapur, Uttar Pradesh",Bhatwa Nala,,,,25.1086,82.3089,10.5,535.0,30760000.0,30.76,153404,2947000.0,
Chigauri Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.6667,82.8031,10.0,1750.0,1535000.0,1.535,39087,1237000.0,
Bachara Dam,Uttar Pradesh,"Bachara Nala River, Allahabad, Uttar Pradesh",Bachara Nala,,,,25.1311,82.0558,18.5,660.0,7390000.0,7.39,1440000,7390000.0,
Khabhwa Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.6647,82.7983,10.3,1250.0,530000.0,0.53,39087,371000.0,
Rohini Dam,Uttar Pradesh,"Rohini River, Lalitpur, Uttar Pradesh",Rohini,,,,24.3556,78.7914,17.82,650.0,12110000.0,12.11,1801627,8477000.0,
Vijai Pur Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,25.1239,82.385,14.3,570.0,559000.0,0.559,39937,391300.0,
Chittaurgarh Dam,Uttar Pradesh,"Bharushan Nala River, Gonda, Uttar Pradesh",Bharushan Nala,,,,27.5775,82.5997,15.3,11000.0,424750000.0,424.75,920000000,387940000.0,
Dhekwan Dam,Uttar Pradesh,"Phatidari Nala River, Mirzapur, Uttar Pradesh",Phatidari Nala,Betwa,4159.0,0.002807,25.1903,78.5406,20.85,1700.0,9900000.0,9.9,13500000,8330000.0,
Khaprar Dam,Uttar Pradesh,"Khaprar River, Jhansi, Uttar Pradesh",Khaprar,,,,25.9932,78.8705,11.2,1100.0,3500000.0,3.5,15000000,2980000.0,
Dongari Dam,Uttar Pradesh,"Pahuj River, Jhansi, Uttar Pradesh",Pahuj,,,,25.3853,78.4617,15.3,2760.0,9920000.0,9.92,19200000,8320000.0,
Meja Dam,Uttar Pradesh,"Belan River, Mirzapur, Uttar Pradesh",Belan,Belan,4055.0,0.002917,24.865,82.3989,40.0,2000.0,303120000.0,303.12,47400000,267340000.0,
Kuba Khurd Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,25.0278,82.8106,10.33,1675.0,1201000.0,1.201,86421,840700.0,
Narson Dam,Uttar Pradesh,"Narson River, Robertsganj, Uttar Pradesh",Narson,,,,24.6211,83.28,14.33,2340.0,2860000.0,2.86,121737,2002000.0,
Saktesh Garh Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.9814,82.8192,15.66,880.0,3286000.0,3.286,4827,2341000.0,
Semri Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.9322,82.8444,14.8,666.0,1983000.0,1.983,81893,1388100.0,
Rexahawa Dam,Uttar Pradesh,"Bakhar River, Robertsganj, Uttar Pradesh",Bakhar,,,,24.7986,82.62,10.79,690.0,1700000.0,1.7,54954,849000.0,
Sajnam Dam,Uttar Pradesh,"Sajnam River, Mahrauni, Uttar Pradesh",Sajnam,Sajnam,4164.0,0.000183,24.5247,78.5919,22.34,4524.0,83500000.0,83.5,237500000,74250000.0,
Bajiya Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,23.9153,83.1258,15.45,710.0,1546000.0,1.546,303150,1429000.0,
Bakia Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,23.9122,83.3319,13.72,570.0,699000.0,0.699,70803,489300.0,
Gointha Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,25.6081,83.4939,13.55,500.0,885000.0,0.885,14127,619500.0,
Jharia Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,Rihand,4340.0,0.001619,24.2031,83.0069,12.74,770.0,715000.0,0.715,395198026,470500.0,Rihand Dam
Khairatia Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,Son,3964.0,0.015226,24.5861,83.1639,10.77,155.0,2120000.0,2.12,30123352,1581000.0,
Lodhighat Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7853,83.1061,10.66,750.0,854000.0,0.854,572379,597800.0,
Muirpur Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.1103,83.0564,15.3,581.0,1454000.0,1.454,1329101,1183000.0,
Pokhar Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.7683,83.1533,12.0,508.0,1533000.0,1.533,46740,1292000.0,
Shahjad Dam,Uttar Pradesh,"Shahjad River, Lalitpur, Uttar Pradesh",Shahjad,Jamni,4160.0,0.000966,24.9486,78.5214,18.0,4160.0,130000000.0,130.0,299300000,96060000.0,
Tanakpur Dam,Uttar Pradesh,"Sarda. River, Tanakpur., Uttar Pradesh",Sarda,Mahakali,4798.0,0.000731,29.0556,80.1208,26.3,475.0,10285715.0,10.286,2350000,7200000.0,
Urmil Dam,Uttar Pradesh,"Urmil River, Mahoba, Uttar Pradesh",Urmil,Urmal,4140.0,0.000613,25.1311,79.7019,25.56,4799.0,86157143.0,86.157,250300000,60310000.0,
Gunta Dam,Uttar Pradesh,"Gunta Nala River, Chitrakoot, Uttar Pradesh",Gunta Nala,,,,25.2233,81.1425,28.5,5700.0,28800000.0,28.8,7142950,24500000.0,
Maudaha Dam,Uttar Pradesh,"Birma River, Rath, Uttar Pradesh",Birma,Betwa,4109.0,0.001744,25.5886,79.7078,32.6,3480.0,200000000.0,200.0,54390000,179000000.0,
Virat Sagar Dam,Uttar Pradesh,"Dhasan River, Mahoba, Uttar Pradesh",Dhasan,,,,25.3069,79.9469,180.5,1550.0,,,12423,,
Ghoghwa Dam,Uttar Pradesh,"Local River, Bahraich, Uttar Pradesh",Local,,,,27.7939,82.1378,16.0,520.0,3596000.0,3.596,301437,1100000.0,
Jamathua Dam,Uttar Pradesh,"Jamathua Nala River, Mirzapur, Uttar Pradesh",Jamathua Nala,,,,25.0528,82.5222,20.2,600.0,2125000.0,2.125,1606887,1889000.0,
Kanhar Dam,Uttar Pradesh,"Kanhar River, Robertsganj, Uttar Pradesh",Kanhar,Kanhar,4611.0,2.4e-05,24.1225,83.2967,39.9,3240.0,323450000.0,323.45,922316,127540000.0,
Newari Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.6514,83.3067,15.44,1218.0,1250000.0,1.25,67444,980000.0,
Pathrai Dam,Uttar Pradesh,"Pathrai River, Mau Ranipur, Uttar Pradesh",Pathrai,,,,25.4236,79.0278,18.0,3800.0,123770000.0,123.77,59400000,78500000.0,Pathrai Reservoir
Patkhauli Dam,Uttar Pradesh,"Ghataprabha River, Bahraich, Uttar Pradesh",Ghataprabha,,,,26.9619,82.6278,18.0,4721.0,163000000.0,163.0,181770,114100000.0,
Rajghat Dam,Uttar Pradesh,"Betwa River, Lalitpur, Uttar Pradesh",Betwa,Betwa,4157.0,0.001579,24.7628,78.2342,43.5,11200.0,2172000000.0,2172.0,242100000,1945000000.0,
Rasin Dam,Uttar Pradesh,"Ban Ganga River, Chitrakoot, Uttar Pradesh",Ban Ganga,,,,25.1706,80.6681,16.34,2600.0,16230000.0,16.23,4130000,13120000.0,Rasin Dam Gate
Sapehara Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.9953,82.6067,15.44,1620.0,7932000.0,7.932,2223440,7847000.0,
Balui Dam,Uttar Pradesh,"Local River, Robertsganj, Uttar Pradesh",Local,,,,24.5435,83.1261,14.1,2900.0,6034000.0,6.034,294270,5784000.0,
Banjari Kalan Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.8197,82.2136,14.1,1470.0,1105000.0,1.105,157154,978000.0,
Khirihata Dam,Uttar Pradesh,"Local River, Dudhi, Uttar Pradesh",Local,,,,24.1161,82.6981,10.77,178.0,2120000.0,2.12,395198026,1610000.0,
Sijar Dam,Uttar Pradesh,"Sijar River, Jhansi, Uttar Pradesh",Sijar,,,,25.4269,78.505,13.8,1900.0,55850000.0,55.85,22500000,54800000.0,
Suswar Dam,Uttar Pradesh,"Local River, Mirzapur, Uttar Pradesh",Local,,,,24.8156,82.36,14.03,1400.0,3030000.0,3.03,293892,2607000.0,
Tumaria Dam,Uttarakhand,"Dhela. River, Kashipur, Uttarakhand",Dhela,,,,29.3067,78.9194,23.32,10400.0,91050000.0,91.05,21040000,81774000.0,
Nanak Sagar Dam,Uttarakhand,"Deoha. River, Khatima, Uttarakhand",Deoha,Deoha,3839.0,0.00783,28.9389,79.8372,16.5,19200.0,209000000.0,209.0,50000000,200550000.0,
Bour Dam,Uttarakhand,"Baur Kakrala. River, Kichha, Uttarakhand",Baur Kakrala,,,,29.1322,79.26,17.98,9500.0,103368000.0,103.368,16258000,102510000.0,Haripura Dam
Baigul Dam,Uttarakhand,"Baigul. River, Sitarganj, Uttarakhand",Baigul,,,,28.8831,79.6308,13.7,15300.0,70725000.0,70.725,21700000,66225000.0,
Tumria Extension Dam,Uttarakhand,"Phika River, Kashipur, Uttarakhand",Phika,,,,29.3067,78.9194,15.29,10000.0,80820000.0,80.82,6090000,69924000.0,
Ichari Dam,Uttarakhand,"Yamuna. River, Chakrata, Uttarakhand",Yamuna,Tons,3319.0,0.000683,30.6139,77.7911,59.25,155.0,8930000.0,8.93,812500,5110000.0,
Ram Ganga Dam,Uttarakhand,"Ram Ganga. River, Lansdowne, Uttarakhand",Ram Ganga,Ramganga,3882.0,0.00095,29.5203,78.7597,128.0,715.0,244960000.0,244.96,55000000,219600000.0,Ramganga Dam
Ram Ganga Saddle Dam,Uttarakhand,"Chuisot. River, Kichha, Uttarakhand",Chuisot,Ramganga,3882.0,0.00095,29.5203,78.7597,72.0,552.0,,,66275891,,Ramganga Dam
Haripura Dam,Uttarakhand,"Bhakhara Khazia. River, Gaderpur Bazpur, Uttarakhand",Bhakhara Khazia,Bhakra,3849.0,0.017683,29.1231,79.3186,10.97,7980.0,28320000.0,28.32,11613000,27600000.0,
Maneri Stage I Dam,Uttarakhand,"Bhagirathi. River, Bhatwari, Uttarakhand",Bhagirathi,Bhagirathi,3323.0,0.000377,30.7392,78.5286,39.0,127.0,600000.0,0.6,180000,510000.0,
Jamrani Phase I Dam,Uttarakhand,"Gola. River, Nainital, Uttarakhand",Gola,Gaula,3842.0,0.00015,29.2669,79.6161,130.6,365.0,206600000.0,206.6,625731,144300000.0,
Tehri Dam,Uttarakhand,"Bhagirathi. River, Pratabnagar, Uttarakhand",Bhagirathi,Bhagirathi,4205.0,0.00099,30.3786,78.48,260.5,575.0,3540000000.0,3540.0,52000000,2615000000.0,
"Vishnuprayag
 (Jaypee) Dam",Uttarakhand,"Alaknanda. River, Joshimath, Uttarakhand",Alaknanda,Dhauli Ganga,4237.0,0.001131,30.5628,79.5756,23.0,69.75,148180.0,0.148,21170,75600.0,
Koteshwar Hep Dam,Uttarakhand,"Bhagirathi. River, Pratabnagar, Uttarakhand",Bhagirathi,Bhagirathi,4205.0,0.000377,30.2603,78.4975,97.5,300.5,88900000.0,88.9,29000000,35000000.0,Koteshwar Dam
Lakhwar (Ujvn) Dam,Uttarakhand,"Yamuna. River, Dehradun, Uttarakhand",Yamuna,Yamuna,3320.0,0.001017,30.5208,77.9144,204.0,451.0,580000000.0,580.0,9570000,333000000.0,Lakhwar Dam
Srinagar Dam,Uttarakhand,"Alaknanda. River, Srinagar., Uttarakhand",Alaknanda,Alaknanda,4212.0,0.000801,30.2403,78.8319,90.0,248.0,78000000.0,78.0,4500000,8000000.0,Shrinagar Dam
