name,state,address,local_river,river_name,seg_id,dist_deg,latitude,longitude,half_m,dam_length_m,capacity_m3,capacity_mcm,reservoir_area_m2,effective_storage_m3,osm_name
Kudri Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.6722,81.5803,19.5,855.0,1700000.0,1.7,675000,1310000.0,
Dhabla Dewan Dam,Madhya Pradesh,"Local River, Sitamau, Madhya Pradesh",Local,,,,24.1367,75.7069,16.23,1249.68,2660000.0,2.66,891000,2300000.0,
Machhariya Dam,Madhya Pradesh,"Natyan Nalla River, Rehli, Madhya Pradesh",Natyan Nalla,,,,23.4231,78.2781,18.68,384.0,3270000.0,3.27,939000,3250000.0,
Devikheda Dam,Madhya Pradesh,"Local River, Tarana, Madhya Pradesh",Local,,,,23.4119,76.1422,21.33,701.0,6450000.0,6.45,1874000,5550000.0,
Kuda Dam,Madhya Pradesh,"Local River, Shivpuri, Madhya Pradesh",Local,,,,25.4997,77.3733,11.68,763.0,2330000.0,2.33,10290000,1973000.0,
Matuwa Dam,Madhya Pradesh,"Local River, Panna, Madhya Pradesh",Local,,,,24.6817,80.3061,12.35,660.0,1720000.0,1.72,350286,1568000.0,
Nando Dam,Madhya Pradesh,"Local River, Singrauli, Madhya Pradesh",Local,,,,23.9453,82.4511,30.72,878.0,800000.0,0.8,186000,730000.0,
Tikara Dam,Madhya Pradesh,"Masandhar River, Dindori, Madhya Pradesh",Masandhar,,,,23.0967,81.1342,20.76,518.0,889000.0,0.889,234000,824000.0,
Balua Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.0533,82.4739,18.98,780.0,1190000.0,1.19,235000,1081000.0,
Padrai Dam,Madhya Pradesh,"Local River, Sagar, Madhya Pradesh",Local,,,,23.7075,79.5022,16.54,630.0,1024000.0,1.024,240000,964000.0,
Bagan Dam,Madhya Pradesh,"Bagan River, Pushpraj Garh, Madhya Pradesh",Bagan,,,,22.98,81.6125,22.29,570.0,917000.0,0.917,280000,892000.0,
Godhanpattan Dam,Madhya Pradesh,"Local River, Anuppur, Madhya Pradesh",Local,,,,22.8647,81.8172,17.12,330.0,1240000.0,1.24,309000,1175000.0,
Akhetpur Dam,Madhya Pradesh,"Local River, Sheohari, Madhya Pradesh",Local,,,,24.0475,81.4517,16.05,358.0,1571428.0,1.571,315000,1100000.0,
Bahniakhedi Dam,Madhya Pradesh,"Berawari River, Shujal Pur, Madhya Pradesh",Berawari,,,,23.3672,76.8444,14.0,1050.0,1226000.0,1.226,371000,1112000.0,
Kumharwara Dam,Madhya Pradesh,"Local River, Katni, Madhya Pradesh",Local,,,,23.8142,80.1925,17.22,657.0,653000.0,0.653,372000,532000.0,
Lakhnoute Dam,Madhya Pradesh,"Local River, Jaisingh Nagar, Madhya Pradesh",Local,,,,23.6842,81.4778,17.1,420.0,1470000.0,1.47,464700,1340000.0,
Barkhedi Siloki Dam,Madhya Pradesh,"Local River, Susner, Madhya Pradesh",Local,,,,23.8428,76.1286,21.65,1410.0,3742000.0,3.742,1102000,3372000.0,
Doraha Dam,Madhya Pradesh,"Utawali River, Sehore, Madhya Pradesh",Utawali,,,,23.3967,77.1869,25.0,875.0,18060000.0,18.06,4959000,15580000.0,
Khameri Bagsari Dam,Madhya Pradesh,"Local River, Hata, Madhya Pradesh",Local,,,,23.845,79.7839,17.15,780.0,1480000.0,1.48,6315000,1378000.0,
Karmai Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,Son,4374.0,0.009043,24.1386,81.3411,17.0,110.0,1408000.0,1.408,24684,1260000.0,
Khaikheda Dam,Madhya Pradesh,"Local River, Sehore, Madhya Pradesh",Local,,,,23.4567,77.1864,12.5,675.0,736000.0,0.736,232000,685000.0,
Shukhar Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.6378,82.4461,24.27,112.0,2099000.0,2.099,255000,1883000.0,
Motipura Dam,Madhya Pradesh,"Local River, Ujjain, Madhya Pradesh",Local,,,,23.34,75.7431,11.8,840.0,850000.0,0.85,269000,776000.0,
Dunguna Dam,Madhya Pradesh,"Narhikhar Nala River, Karera, Madhya Pradesh",Narhikhar Nala,,,,25.4586,78.0844,14.08,206.0,2350000.0,2.35,300000,1830000.0,
Lapti Dam,Madhya Pradesh,"Local River, Pushprajgarh, Madhya Pradesh",Local,,,,22.8458,81.7553,17.13,960.0,1508000.0,1.508,312000,1442000.0,
Tildha Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1728,81.7314,20.84,609.6,1146000.0,1.146,320000,1026000.0,
Harratola Dam,Madhya Pradesh,"Butti River, Pushprajgarh, Madhya Pradesh",Butti,,,,22.9369,81.5656,21.03,405.0,1420000.0,1.42,372300,1230000.0,
Longerpura Dam,Madhya Pradesh,"Local River, Berasia, Madhya Pradesh",Local,,,,23.5972,77.5364,11.26,253.44,1316000.0,1.316,387000,1222000.0,
Guradia Roopchand Dam,Madhya Pradesh,"Local River, Ashta, Madhya Pradesh",Local,,,,22.9603,76.5683,10.97,1050.0,1725000.0,1.725,631000,1608000.0,
Moondla Dam,Madhya Pradesh,"Local River, Ichhwar, Madhya Pradesh",Local,,,,22.9369,76.9378,10.97,1127.76,1727000.0,1.727,650000,1589000.0,
Garra Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,23.9708,82.5922,15.8,465.0,1689000.0,1.689,685000,1655000.0,
Hirapur Dam,Madhya Pradesh,"Dehar Nadi River, Sagar, Madhya Pradesh",Dehar Nadi,,,,23.6153,78.7828,15.68,762.19,1588000.0,1.588,742000,1488000.0,
Bharra Dam,Madhya Pradesh,"Local River, Devsar, Madhya Pradesh",Local,Gopat,4335.0,0.010224,24.3847,82.2628,10.2,210.0,6210000.0,6.21,890000,5270000.0,
Sukha Nalla Dam,Madhya Pradesh,"Local River, Guna, Madhya Pradesh",Local,,,,24.7992,77.2806,15.61,450.0,2582000.0,2.582,1034000,2422000.0,
Pehsari Dam,Madhya Pradesh,"Mowar River, Gwalior, Madhya Pradesh",Mowar,,,,25.9656,77.7606,24.05,2150.0,44250000.0,44.25,4118922,16920000.0,
Dhangaon Dam,Madhya Pradesh,"Local River, Mandla, Madhya Pradesh",Local,,,,23.8472,80.6158,15.02,335.0,920000.0,0.92,170000,870000.0,
Silkheda Dam,Madhya Pradesh,"Local River, Sehore, Madhya Pradesh",Local,,,,23.5614,77.25,12.31,870.0,3070000.0,3.07,233000,2830000.0,
Chhewla Dam,Madhya Pradesh,"Mod Nadi River, Rehli, Madhya Pradesh",Mod Nadi,,,,23.4414,79.0019,18.0,465.0,1267000.0,1.267,277000,1207000.0,
Kandra Dam,Madhya Pradesh,"Local River, Mandla, Madhya Pradesh",Local,,,,23.6592,80.6167,14.17,500.0,1100000.0,1.1,278000,930000.0,
Majholi Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.045,82.6994,13.1,838.0,1029000.0,1.029,316000,970000.0,
Bharla Dam,Madhya Pradesh,"Local River, Ujjain, Madhya Pradesh",Local,,,,23.1208,75.8797,10.44,1320.0,1555000.0,1.555,478000,1113000.0,
Koka Dam,Madhya Pradesh,"Local River, Amarpatan, Madhya Pradesh",Local,,,,24.3033,81.2,22.9,222.0,3190000.0,3.19,492000,3058000.0,
Lolki Dam,Madhya Pradesh,"Local River, Susner, Madhya Pradesh",Local,,,,23.8858,76.1178,10.1,576.0,1350000.0,1.35,564000,1186000.0,
Harduapondi Dam,Madhya Pradesh,"Local River, Javera, Madhya Pradesh",Local,,,,23.6406,79.3686,12.98,616.0,2250000.0,2.25,5375000,2029000.0,
Bhouri Dam,Madhya Pradesh,"Local River, Sehore, Madhya Pradesh",Local,,,,23.2747,77.2794,13.35,1071.68,2430680.0,2.431,759000,2269680.0,
Kalyanpura Dam,Madhya Pradesh,"Mawal River, Berasia, Madhya Pradesh",Mawal,,,,23.7667,77.3261,11.33,900.0,2680000.0,2.68,934000,2440000.0,
Sanjay Sagar Dam,Madhya Pradesh,"Gomukh River, Guna, Madhya Pradesh",Gomukh,,,,24.3742,77.2383,31.82,630.0,37500000.0,37.5,4870000,35150000.0,
Gidwasan Dam,Madhya Pradesh,"Local River, Tikamgarh, Madhya Pradesh",Local,Pahuj,3363.0,0.003959,25.9192,78.6144,12.15,97.0,1530000.0,1.53,3404,1530000.0,
Ruthai (Gopi Krishna Sagar) Dam,Madhya Pradesh,"Chopan Nadi River, Guna, Madhya Pradesh",Chopan Nadi,Chopani,3779.0,0.000212,24.5472,77.2325,,,,,7140920,,
Hinouta Dam,Madhya Pradesh,"Local River, Satna, Madhya Pradesh",Local,,,,24.2922,81.2086,10.88,800.0,488000.0,0.488,132000,452000.0,
Basaura Dam,Madhya Pradesh,"Local River, Singrauli, Madhya Pradesh",Local,Mayar,4336.0,0.013216,23.9667,82.5403,12.8,516.0,866000.0,0.866,226000,818000.0,
Deora Malhani Dam,Madhya Pradesh,"Local River, Satna, Madhya Pradesh",Local,,,,24.3253,81.2414,12.0,890.0,1074000.0,1.074,260000,1045000.0,
Kodia Dam,Madhya Pradesh,"Local River, Niwas, Madhya Pradesh",Local,,,,23.1614,80.525,31.38,225.0,1250000.0,1.25,270000,1165000.0,
Kanari Dam,Madhya Pradesh,"Local River, Jaisinghnagar, Madhya Pradesh",Local,,,,23.7744,81.3528,14.41,1005.0,600000.0,0.6,320000,428000.0,
Barod Dam,Madhya Pradesh,"Local River, Raghogarh, Madhya Pradesh",Local,,,,24.2678,77.2847,15.93,680.0,1530000.0,1.53,397300,1448000.0,
Bhirata Dam,Madhya Pradesh,"Local River, Chhatarpur, Madhya Pradesh",Local,,,,24.9514,79.3819,10.56,950.0,881000.0,0.881,477000,813000.0,
Sohira Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.5028,82.3814,15.85,1020.0,2297000.0,2.297,754000,2097000.0,
Baliya Dam,Madhya Pradesh,"Local River, Singrauli, Madhya Pradesh",Local,,,,24.0869,82.5025,14.02,640.0,2554000.0,2.554,1022000,2330000.0,
Chanderi Dam,Madhya Pradesh,"Chamari River, Huzur, Madhya Pradesh",Chamari,,,,23.4083,77.3364,17.14,1954.5,7179000.0,7.179,1904000,5415000.0,
Ghorapachhar Dam,Madhya Pradesh,"Ghorapachhar Nalla River, Huzur, Madhya Pradesh",Ghorapachhar Nalla,,,,23.2772,77.5303,23.42,1841.0,12410000.0,12.41,2059000,11570000.0,
Barchar Dam,Madhya Pradesh,"Barchar River, Gopad Banas, Madhya Pradesh",Barchar,,,,24.0461,81.8967,28.4,546.0,17180000.0,17.18,3570000,16560000.0,
Sidhkhad Dam,Madhya Pradesh,"Local River, Tikamgarh, Madhya Pradesh",Local,,,,25.7228,78.7375,12.42,236.0,1825000.0,1.825,20880,1277500.0,
Vindhya Wasini Dam,Madhya Pradesh,"Local River, Tikamgarh, Madhya Pradesh",Local,,,,24.1744,79.1228,19.29,660.0,2580000.0,2.58,458112,1806000.0,
Karanpather Dam,Madhya Pradesh,"Local River, Pushprajgarh, Madhya Pradesh",Local,,,,22.9403,81.3294,19.42,450.0,410000.0,0.41,104500,360000.0,
Sarai Dam,Madhya Pradesh,"Local River, Niwas, Madhya Pradesh",Local,,,,23.2486,80.6061,14.32,640.0,680000.0,0.68,206000,648000.0,
Nainawad Dam,Madhya Pradesh,"Local River, Tarana, Madhya Pradesh",Local,,,,23.3731,76.2358,12.19,570.0,830000.0,0.83,234000,742000.0,
Tora Dam,Madhya Pradesh,"Local River, Pohri, Madhya Pradesh",Local,,,,25.6633,77.4742,15.24,1050.0,1450000.0,1.45,656000,1276000.0,
Tillar Dam,Madhya Pradesh,"Tillar River, Agar Malwa, Madhya Pradesh",Tillar,,,,23.5997,76.1092,26.54,2220.0,52197000.0,52.197,9752000,45270000.0,
Bhaijiya Dam,Madhya Pradesh,"Local River, Murwara, Madhya Pradesh",Local,,,,23.6311,80.5625,11.9,630.0,626000.0,0.626,51618,568000.0,
Silpari Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.4461,81.4419,17.21,1110.0,1357000.0,1.357,135000,1086000.0,
Kantoor Nalla Dam,Madhya Pradesh,"Mod Nadi River, Anuppur, Madhya Pradesh",Mod Nadi,,,,23.0758,81.6789,18.9,565.0,1028000.0,1.028,218000,982000.0,
Gurtara Dam,Madhya Pradesh,"Local River, Sohagpur, Madhya Pradesh",Local,,,,23.2683,81.4156,15.6,633.0,650000.0,0.65,229400,600000.0,
Butki Dam,Madhya Pradesh,"Local River, Anuppur, Madhya Pradesh",Local,Tipan,4378.0,0.001579,23.1261,81.71,13.9,535.0,980000.0,0.98,242000,875000.0,
Asawati Dam,Madhya Pradesh,"Local River, Garot, Madhya Pradesh",Local,,,,24.1772,75.5183,15.79,412.5,1035000.0,1.035,342890,879580.0,
Amjhar Dam,Madhya Pradesh,"Local River, Jaisinghnagar, Madhya Pradesh",Local,,,,23.6967,81.5592,13.94,768.0,1840000.0,1.84,345000,1579000.0,
Chateni Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,Son,4375.0,0.017466,24.1639,81.2786,16.15,283.0,2700000.0,2.7,674000,2451000.0,
Laduna Dam,Madhya Pradesh,"Local River, Sitamau, Madhya Pradesh",Local,,,,23.9839,75.3439,15.85,1410.0,2963000.0,2.963,1164000,1812000.0,
Kankerkheda Dam,Madhya Pradesh,"Utawali River, Ichhwar, Madhya Pradesh",Utawali,,,,23.0931,77.0394,12.8,2040.0,4259000.0,4.259,1602000,4015000.0,
Kaliasote Dam,Madhya Pradesh,"Kaliasot River, Huzur, Madhya Pradesh",Kaliasot,Ajmar,4191.0,0.000377,23.1972,77.4075,67.08,1080.0,35887000.0,35.887,5295000,34410000.0,kaliasot dam
Birsinghpur Dam,Madhya Pradesh,"Johila River, Bandhogarh, Madhya Pradesh",Johila,Johilla,4372.0,0.000401,23.3244,81.0333,42.0,47.5,171000000.0,171.0,18500000,9000000.0,
Keeratwari Dam,Madhya Pradesh,"Ghatprabha River, Sambalpur, Madhya Pradesh",Ghatprabha,,,,25.8667,78.9667,11.58,2550.0,960000.0,0.96,7355,672000.0,
Tanda Dam,Madhya Pradesh,"Local River, Shujalpur, Madhya Pradesh",Local,,,,23.1928,76.4936,14.59,720.0,976200.0,0.976,350500,894200.0,
Baorikheda Dam,Madhya Pradesh,"Local River, Shajapur, Madhya Pradesh",Local,,,,24.246,76.0929,14.39,1545.0,1900000.0,1.9,817000,1740000.0,
Rampura Dam,Madhya Pradesh,"Local River, Panna, Madhya Pradesh",Local,,,,24.5789,80.0739,12.02,656.0,1627000.0,1.627,1498000,1498000.0,
Laxmikheda Dam,Madhya Pradesh,"Local River, Susner, Madhya Pradesh",Local,,,,23.805,76.1319,22.29,1230.0,4080000.0,4.08,1540000,3560000.0,
Mohini Pick-Up Weir Dam,Madhya Pradesh,"Sindh River, Narwar, Madhya Pradesh",Sindh,Sindh,3469.0,0.002224,25.6708,77.8861,36.0,2569.0,108810000.0,108.81,16243000,107110000.0,
Bachhlon Dam,Madhya Pradesh,"Ghatprabha River, Sambalpur, Madhya Pradesh",Ghatprabha,Bina,4174.0,0.000377,23.9228,78.29,15.32,1289.0,,,24611,,
Barnai Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.3786,81.8167,18.26,170.0,1661000.0,1.661,120000,1501000.0,
Johilli Dam,Madhya Pradesh,"Johilli River, Anuppur, Madhya Pradesh",Johilli,Johilla,4372.0,0.00015,23.38,81.0014,16.23,385.0,687000.0,0.687,150000,670000.0,
Girbi Dam,Madhya Pradesh,"Dhupsara River, Anuppur, Madhya Pradesh",Dhupsara,,,,22.9656,81.6658,17.24,342.0,1450000.0,1.45,271000,1338000.0,
Barbaspur Dam,Madhya Pradesh,"Mod Nadi River, Sohagpur, Madhya Pradesh",Mod Nadi,Johilla,4372.0,0.013135,23.3936,81.025,11.72,450.0,3110000.0,3.11,281000,2685000.0,
Maratha Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1658,81.7178,16.6,315.0,1254000.0,1.254,313000,1173000.0,
Bohita Dam,Madhya Pradesh,"Kantoor River, Pushprajgarh, Madhya Pradesh",Kantoor,,,,22.895,81.6239,16.92,390.0,1796000.0,1.796,390000,1746000.0,
Bansichikhli Dam,Madhya Pradesh,"Local River, Damoh, Madhya Pradesh",Local,,,,23.3261,79.3181,16.07,579.0,2560000.0,2.56,601000,2360000.0,
Mehroi Dam,Madhya Pradesh,"Sone River, Bandhogarh, Madhya Pradesh",Sone,,,,23.9228,80.9381,20.79,808.25,5206000.0,5.206,1420000,4706000.0,
Jhirgiri Dam,Madhya Pradesh,"Jhirgiri Nalla River, Murwara, Madhya Pradesh",Jhirgiri Nalla,,,,23.6431,80.5731,14.35,1396.0,4690000.0,4.69,1475000,3930000.0,
Umrar Dam,Madhya Pradesh,"Umrar River, Umaria, Madhya Pradesh",Umrar,,,,23.4922,80.8239,27.76,995.0,18900000.0,18.9,3430000,16700000.0,
Mahuagaon Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1131,81.9411,10.52,810.0,520000.0,0.52,100000,489000.0,
Purwa Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,Tons,4074.0,0.014959,24.7936,81.2483,16.0,540.0,768000.0,0.768,119000,712000.0,
Nalajhiri Dam,Madhya Pradesh,"Local River, Biaora, Madhya Pradesh",Local,,,,24.0211,77.1117,13.41,604.0,1062000.0,1.062,336000,1030000.0,
Kalyanpur Dam,Madhya Pradesh,"Mawal River, Berasia, Madhya Pradesh",Mawal,,,,23.7658,77.3272,11.19,690.0,802000.0,0.802,405000,642000.0,
Agar Agari Dam,Madhya Pradesh,"Ajnar Nadi River, Biaora, Madhya Pradesh",Ajnar Nadi,,,,23.8022,77.0758,11.5,1676.0,2301000.0,2.301,855000,2108000.0,
Chinnod Dam,Madhya Pradesh,"Local River, Karera, Madhya Pradesh",Local,,,,25.4769,78.1889,15.51,465.0,2013000.0,2.013,920000,1668000.0,
Bhawanikheda Dam,Madhya Pradesh,"Local River, Basoda, Madhya Pradesh",Local,,,,23.8544,78.155,11.37,330.0,2450000.0,2.45,955000,2282000.0,
Garethia Dam,Madhya Pradesh,"Local River, Berasia, Madhya Pradesh",Local,,,,23.6711,77.5131,14.9,2438.42,14822000.0,14.822,5340000,12680000.0,
Gambhir (Phe) Dam,Madhya Pradesh,"Gambhir River, Bar Nagar, Madhya Pradesh",Gambhir,Gambhir,3655.0,0.000424,23.2081,75.635,32.0,1230.0,63720000.0,63.72,9900000,63720000.0,
Tons Barrage(Mpseb) Dam,Madhya Pradesh,"Tons. River, Satna, Madhya Pradesh",Tons,Asrawal,4069.0,0.001483,24.7036,81.1506,20.5,4855.0,35427000.0,35.427,22050000,31600000.0,
Umarhar Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.2117,82.3644,18.1,230.0,1225000.0,1.225,125000,1110000.0,
Govindpura Dam,Madhya Pradesh,"Local River, Raghogarh, Madhya Pradesh",Local,,,,24.0867,77.2767,16.43,526.0,797000.0,0.797,243100,760000.0,
Bori Dam,Madhya Pradesh,"Local River, Shajapur, Madhya Pradesh",Local,Lakundar,3594.0,0.016022,23.4039,76.2297,15.63,703.0,1147000.0,1.147,380000,1054000.0,
Jhamdhar Dam,Madhya Pradesh,"Local River, Gopad Banas, Madhya Pradesh",Local,,,,24.0639,81.8161,17.37,235.0,1522000.0,1.522,430000,1399000.0,
Korar Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.3558,81.9658,14.8,420.0,2019000.0,2.019,499000,1888000.0,
Bishanda Dam,Madhya Pradesh,"Bisandha River, Gopad Banas, Madhya Pradesh",Bisandha,,,,24.3806,81.9253,23.5,141.0,6539000.0,6.539,1020000,5983000.0,
Manikheda Dam,Madhya Pradesh,"Local River, Sehore, Madhya Pradesh",Local,,,,23.6611,77.2056,13.71,108.0,3808000.0,3.808,1156000,3502000.0,
Sahmsherpura Dam,Madhya Pradesh,"Puchi River, Biaora, Madhya Pradesh",Puchi,,,,23.8731,77.0892,16.1,915.0,7264000.0,7.264,1865000,6520000.0,
Shankarpur Dam,Madhya Pradesh,"Local River, Khandwa, Madhya Pradesh",Local,Lakundar,3594.0,0.00045,23.4958,76.2444,11.63,585.0,600000.0,0.6,274000,560000.0,
Mungatola Dam,Madhya Pradesh,"Local River, Anuppur, Madhya Pradesh",Local,Son,4105.0,0.009317,23.8939,81.2011,17.3,510.0,1457000.0,1.457,234000,1418000.0,
Upper Chraipani Dam,Madhya Pradesh,"Local River, Damoh, Madhya Pradesh",Local,,,,23.9036,79.6022,16.16,568.0,1280000.0,1.28,443000,1224000.0,
Larpur Dam,Madhya Pradesh,"Larpur Nalla River, Bhopal, Madhya Pradesh",Larpur Nalla,,,,23.1942,77.4786,16.1,93.0,6130000.0,6.13,3560000,6100000.0,
Thara Dam,Madhya Pradesh,"Local River, Chhatarpur, Madhya Pradesh",Local,,,,24.9022,79.685,12.05,396.0,135000.0,0.135,487000,94500.0,
Ganjari Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.0753,81.6569,15.8,450.0,2840000.0,2.84,520000,2547000.0,
Renjhai Dam,Madhya Pradesh,"Local River, Guna, Madhya Pradesh",Local,,,,25.7181,77.4639,17.68,1800.0,1910000.0,1.91,866700,1690000.0,
Budhna Nalla Dam,Madhya Pradesh,"Budhna River, Pichor, Madhya Pradesh",Budhna,,,,25.0131,78.0556,33.8,1980.0,15110000.0,15.11,2550000,13840000.0,
Bandia Nalla Dam,Madhya Pradesh,"Negri River, Guna, Madhya Pradesh",Negri,Parbati,3340.0,0.012742,24.7578,77.1847,25.55,1285.0,14760000.0,14.76,3104000,13430000.0,
Bairar Dam,Madhya Pradesh,"Local River, Pohri, Madhya Pradesh",Local,,,,25.7186,77.4653,11.33,1950.0,6450000.0,6.45,913036,5850000.0,
Guradiat Project Dam,Madhya Pradesh,"Local River, Sonkach, Madhya Pradesh",Local,,,,23.1669,76.3125,13.98,267.0,1031000.0,1.031,240000,811000.0,
Rupaniyakhal Dam,Madhya Pradesh,"Local River, Joura, Madhya Pradesh",Local,,,,23.795,75.1714,18.3,820.0,13570000.0,13.57,395980,11305000.0,
Guradia Surdas Dam,Madhya Pradesh,"Kalisindh River, Sonkach, Madhya Pradesh",Kalisindh,,,,23.1567,76.3036,16.58,425.0,3180000.0,3.18,532000,2911000.0,
Piplai Dam,Madhya Pradesh,"Local River, Raisen, Madhya Pradesh",Local,,,,23.2933,77.8247,17.04,418.0,1920000.0,1.92,347000,1800000.0,
Bamera Dam,Madhya Pradesh,"Halphal River, Bandhogarh, Madhya Pradesh",Halphal,,,,23.7775,80.9869,23.7,225.0,2830000.0,2.83,559000,2749000.0,
Mahuwa Khera Dam,Madhya Pradesh,"Local River, Sagar, Madhya Pradesh",Local,,,,23.7644,78.6492,11.8,1280.0,,,135021,,
Imlikheda Dam,Madhya Pradesh,"Local River, Shujalpur, Madhya Pradesh",Local,,,,23.3883,76.8592,11.7,1020.0,1519000.0,1.519,546000,1394000.0,
Jojharpur Dam,Madhya Pradesh,"Local River, Gairatganj, Madhya Pradesh",Local,,,,23.3544,78.1708,11.95,927.0,2730000.0,2.73,830000,2576000.0,
Mundri Dam,Madhya Pradesh,"Local River, Malhargarh, Madhya Pradesh",Local,,,,24.1875,75.1253,12.75,960.0,3554000.0,3.554,998000,2421000.0,
Lakhundar Dam,Madhya Pradesh,"Lakhunder River, Shajapur, Madhya Pradesh",Lakhunder,,,,23.2436,76.2578,20.42,2385.0,32150000.0,32.15,7800000,30650000.0,
Kathotia Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.4461,81.4419,10.6,600.0,1115000.0,1.115,96000,926000.0,
Pondi Dam,Madhya Pradesh,"Local River, Pushprajgarh, Madhya Pradesh",Local,,,,22.8717,81.7583,12.0,930.0,740000.0,0.74,106000,670000.0,
Ahilo Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1753,82.0575,17.0,202.0,1460000.0,1.46,229000,1330000.0,
Deorikheda Dam,Madhya Pradesh,"Local River, Biaora, Madhya Pradesh",Local,,,,24.0175,77.1125,13.21,845.0,1330000.0,1.33,415000,1225000.0,
Sarwankheda Dam,Madhya Pradesh,"Local River, Mahidpur, Madhya Pradesh",Local,,,,23.5731,75.5506,12.19,870.0,1884000.0,1.884,828000,1760000.0,
Bagla Dam,Madhya Pradesh,"Local River, Khachrod, Madhya Pradesh",Local,Chambal,3658.0,0.019684,23.3592,75.4561,13.88,990.0,3500000.0,3.5,1023000,2950000.0,
Dudhi Dam,Madhya Pradesh,"Dudhi River, Narsinghgarh, Madhya Pradesh",Dudhi,,,,23.6647,76.9194,,1603.0,30770000.0,30.77,5700000,20810000.0,
Teergarh Dam,Madhya Pradesh,"Local River, Hatta, Madhya Pradesh",Local,,,,23.9642,79.7222,14.85,,7915000.0,7.915,354975,5540500.0,
Khadda Dam,Madhya Pradesh,"Kevatmara River, Beohari, Madhya Pradesh",Kevatmara,,,,23.9661,81.4672,26.13,1100.0,1625000.0,1.625,100000,1486000.0,
Semariya Dam,Madhya Pradesh,"Utaila River, Sohagpur, Madhya Pradesh",Utaila,,,,23.1828,81.3919,11.62,620.0,1008000.0,1.008,113000,980000.0,
Manki Dam,Madhya Pradesh,"Ghorapachhar Nalla River, Biaora, Madhya Pradesh",Ghorapachhar Nalla,,,,23.9083,77.0431,13.21,655.0,789000.0,0.789,260000,728000.0,
Phoodra Dam,Madhya Pradesh,"Local River, Ashta, Madhya Pradesh",Local,Newaj,3577.0,0.010573,23.1361,76.6083,11.43,892.0,1038000.0,1.038,365000,950000.0,
Tandikhurd Dam,Madhya Pradesh,"Local River, Rajgarh, Madhya Pradesh",Local,,,,24.0361,76.8294,18.79,718.0,1407000.0,1.407,620000,1256000.0,
Banskheda Dam,Madhya Pradesh,"Local River, Rajgarh, Madhya Pradesh",Local,,,,23.8319,76.7242,19.75,915.0,3484000.0,3.484,966800,3071000.0,
Piplyakala Dam,Madhya Pradesh,"Gunjari River, Khilchipur, Madhya Pradesh",Gunjari,,,,23.9744,76.4714,20.38,975.0,4824000.0,4.824,1200000,4174000.0,
Rajiv Sagar (Maksudangarh) Dam,Madhya Pradesh,"Bhader River, Leteri, Madhya Pradesh",Bhader,,,,24.0681,77.3114,27.19,700.0,17675000.0,17.675,2475000,16140000.0,
Bhaisatori Dam,Madhya Pradesh,"Sukait River, Guna, Madhya Pradesh",Sukait,,,,24.8717,77.1961,18.46,1350.0,8860000.0,8.86,2810000,8250000.0,
Chambleshwar Dam,Madhya Pradesh,"Rupa Nadi River, Manasa, Madhya Pradesh",Rupa Nadi,,,,24.6569,75.1697,16.01,2820.0,2030000.0,2.03,4085000,1310000.0,
Rajli Dam,Madhya Pradesh,"Rajali Nala River, Satna, Madhya Pradesh",Rajali Nala,,,,24.2733,81.1789,10.38,790.0,1468000.0,1.468,259000,1430000.0,
Deori Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,Son,4374.0,0.003584,24.1475,81.3375,16.89,242.5,1400000.0,1.4,317000,980000.0,
Junapani Dam,Madhya Pradesh,"Local River, Garot, Madhya Pradesh",Local,,,,24.1625,75.6592,12.01,815.0,1580000.0,1.58,418000,1350000.0,
Ganeshpura Dam,Madhya Pradesh,"Local River, Rajgarh, Madhya Pradesh",Local,,,,24.1158,76.7781,16.4,536.0,2148000.0,2.148,719000,1787000.0,
