seg_id,mean_ssa_1991_2021,river_name,tier,updated_tier,long_term_mean
5145,-0.27587859533274617,Tilayia,5,5,5.772961419377934
3816,-0.27565364756971567,Ganga,1,1,1120.9171554812206
3297,-0.27522740754905267,Yamuna,1,1,13.462395763497653
5149,-0.2749486933802675,Paimar,5,5,13.349435894483568
4396,-0.27469501425237514,Ghaghara,1,1,18.86617752124413
5146,-0.2745635669842467,Panchane,4,4,7.845456275352113
3941,-0.2745013789162818,Tamasa,3,3,3.0313805333802817
3812,-0.2743733324571273,Ganga,1,1,1118.443657089202
3474,-0.2725248444319538,Non,4,4,2.2672028666314556
5165,-0.27215860259767954,Harohar,3,3,4.918846533450704
3301,-0.27200677655280026,Hindon,3,3,7.0702225384037565
3857,-0.271951192773091,Kosi,2,2,35.25153874495305
3856,-0.2718081558896983,Baur,4,4,12.142681603286386
3804,-0.27106669054381205,Ganga,1,1,1111.826754870892
4458,-0.27066037936457454,Rapti,2,2,180.7059877746479
3797,-0.2698375950793109,Garra,4,4,93.93110671889673
4162,-0.2695366732838351,Jamni,4,4,4.701262510410798
5098,-0.26901457492086744,Ganga,1,1,9314.934237558686
4165,-0.26880969785163145,Jamni,4,4,21.517949179577464
3489,-0.26872297026885594,Kakund,5,5,1.255990811830986
4450,-0.2666767459640184,Aami,5,5,26.42534324882629
3352,-0.26622323528530023,Parbati,3,3,1.4611272497769954
4538,-0.2659570525746087,Punpun,3,3,3.4233508895774647
4572,-0.2655802699481036,Gandak,2,2,18.82619123122066
4740,-0.26507933122712307,Danau,4,4,41.02991298908451
3365,-0.26494317638276793,Gambhir,4,4,5.414131986161972
4168,-0.26491617146728225,Jamni,4,4,49.20786360903756
5099,-0.2646451484117496,Ganga,1,1,9570.365378403756
5101,-0.2645185716596809,Ganga,1,1,9593.637620187794
4751,-0.2644189197897146,Rapti,2,2,7.9558248135563385
5107,-0.26433277723387655,Ganga,1,1,9613.561154812207
5096,-0.2639781760019216,Ganga,1,1,9044.675292957747
5097,-0.2638649547467214,Ganga,1,1,9078.888254812207
5108,-0.26371699564512363,Ganga,1,1,9626.806766901407
3831,-0.263657607279453,Afsarha,5,5,9.608972902793427
3389,-0.2633198143461173,Yamuna,1,1,106.4565149084507
3492,-0.2632021840031852,Gambhir,4,4,20.56886204037559
3836,-0.2631724047507141,Garra,4,4,3.9643636670187794
5095,-0.2618331238060689,Ganga,1,1,8933.874664788733
5147,-0.26154081675731056,Paimar,5,5,8.61158471960094
5133,-0.2614982212975376,Ganga,1,1,8921.714961619718
3803,-0.2613305782614838,Ganga,1,1,1096.9798248356808
5167,-0.26069018281392003,Harohar,3,3,8.798556423239436
4864,-0.2604364462608362,Ganga,1,1,9725.419900938967
3793,-0.25805649974990513,Khaimua,5,5,16.718070431338028
4855,-0.25791854217127747,Kankai,4,4,18.7342214971831
3470,-0.2579019884954224,Mahuar,4,4,2.801718875340376
4775,-0.25761462241666216,Babai,4,4,3.9121351531807513
5152,-0.25743648875956254,Mohana,4,4,6.16559054455399
3795,-0.2551400219323396,Garra,4,4,86.45592862265258
4404,-0.2543091214477961,Ganga,1,1,5266.497728262911
4570,-0.2540974350735773,Ganga,1,1,5254.514432077464
4402,-0.2540769531652179,Ganga,1,1,5250.953184284038
