seg_id,early_q90,late_q90,early_q50,late_q50,q90_abs_change,q90_pct_change,q50_pct_change,river_name,tier,updated_tier,long_term_mean
4049,0.70062348,0.6850275539999999,1.3471671,1.23079205,-0.015595926000000038,-2.2260067561538244,-8.638501489533112,Gomti,2,2,2.8980645050000002
3718,1.55991058,1.5252946,2.903017,3.40291715,-0.03461597999999988,-2.2191002768889407,17.220021446653593,Kothari,4,4,9.10018291842723
4566,195.916334,191.609375,344.1799,400.61131,-4.306959000000006,-2.1983664720880323,16.395905164711834,Son,2,2,897.7547210446008
4352,0.70234463,0.687099414,1.2457862,1.3990817,-0.015245216000000061,-2.1706175784386734,12.305121055282202,Banas,3,3,4.550386894330986
4820,3.49795764,3.42325954,8.414377,7.4771604499999995,-0.07469809999999999,-2.135477546835015,-11.13827619085763,Bakra,5,5,23.663452589788733
4287,5.84219394,5.718037,10.5502615,10.296268,-0.12415693999999977,-2.1251766249991997,-2.4074616539125593,Bearma,3,3,42.46830070093897
4624,1.53950426,1.5069075,3.1565223,3.0012993,-0.03259675999999989,-2.1173543228779304,-4.917532184074857,Kanhar,3,3,8.373316915305164
4614,192.650488,188.578494,336.5042,395.334735,-4.0719939999999895,-2.113669185203408,17.48285311149162,Son,2,2,885.8512197183098
3771,1.40624918,1.37665441,2.4419093,2.54713475,-0.029594770000000103,-2.104518204945734,4.309146535458966,Khul,4,4,9.63224544847418
4071,2.93353302,2.8719616500000003,5.528129,6.023918,-0.06157136999999979,-2.098881095942114,8.968477399858077,Tons,2,2,16.709264000469485
3698,0.503868986,0.493476788,0.9673488,0.989479455,-0.010392197999999964,-2.0624801860696316,2.2877637311381376,Khari,3,3,2.9396903804812204
4830,6.32042018,6.19114935,14.73773,13.8888745,-0.12927083000000028,-2.0452885459903123,-5.7597438682890845,Sui,5,5,37.000525485915496
5123,4.17546996,4.0915098,8.920165,8.332499,-0.08396016000000017,-2.0107954506754533,-6.588061992126831,Burhi Gandak,2,2,24.225594369835683
4308,1.99972718,1.9599562,3.6268392,3.5272721000000002,-0.03977098000000012,-1.9888202949764437,-2.7452857573613905,Bearma,3,3,13.348480674647888
4613,170.84748800000003,167.464449,292.6753,339.17781,-3.383039000000025,-1.9801514436080117,15.88877161824043,Son,2,2,787.3054448298122
4242,1.14926488,1.12691586,3.1587145,2.7295372,-0.022349020000000053,-1.9446361225273021,-13.587087405335293,Nandakini,3,3,8.1458907382277
