seg_id,trend,p_value,tau,sens_slope_m3s_yr,norm_slope_pct_yr,pct_change,early_mean,late_mean,river_name,updated_tier,long_term_mean,category,severity
3978,decreasing,1.2974267009857599e-05,-0.3513302034428795,-0.42642893504464296,-1.142695568582835,-44.244655623071274,46.64210634674242,26.005467018279568,Sai,3,37.62860100539906,Drying,Severe Drying
4797,decreasing,8.23258075044464e-08,-0.431924882629108,-0.10043450258799157,-1.5038502492995247,-44.21821569458059,8.343467761856061,4.654135190510752,Sharda,2,6.730206272617371,Drying,Severe Drying
3539,decreasing,1.8524984579659787e-06,-0.3841940532081377,-0.2866813213967338,-1.376378504170182,-44.197419228402374,26.027665771893936,14.524109215322582,Karwan,4,20.997551384624412,Drying,Severe Drying
3806,decreasing,1.1954765215538288e-06,-0.39123630672926446,-0.06026182052014653,-1.3985286335717793,-44.0385941997439,5.38760263714394,3.0149781746774194,Ganga,1,4.350190401173709,Drying,Severe Drying
3982,decreasing,0.0007033006170711342,-0.2730829420970266,-0.09459337366071427,-0.9187823944690463,-43.98300940459394,12.812896211136366,7.177398865591397,Kadhu,5,10.353573054929576,Drying,Severe Drying
3363,decreasing,3.585818360019033e-07,-0.41001564945226915,-0.10663135158222853,-1.4793460042425923,-43.969599086759295,8.959174743759469,5.019861527446237,Pahuj,4,7.230756334577465,Drying,Severe Drying
4430,decreasing,0.0002715030076816394,-0.2934272300469484,-0.18731889471354152,-1.1039499198451708,-43.72299384565902,21.066290016420457,11.85547732903226,Gandak,2,17.04631292124413,Drying,Severe Drying
3279,decreasing,0.00015860838060177684,-0.30438184663536777,-0.022453282677469134,-1.0872831157552905,-43.61191772553246,2.5314602428598487,1.4274418844892474,Yamuna,1,2.051489032840376,Drying,Severe Drying
4428,decreasing,0.0006787751394352615,-0.27386541471048514,-0.1071918721210692,-1.1005085459528583,-43.606479862450726,12.073044733087121,6.808414912768818,Rapti,2,9.778285887734741,Drying,Severe Drying
3993,decreasing,2.1036920222039512e-05,-0.3427230046948357,-0.9221205976037852,-1.0392596698064223,-43.542352082583555,110.21605572708333,62.22539269086021,Sai,3,89.26384223122066,Drying,Severe Drying
4415,decreasing,0.0004091250147599812,-0.28482003129890454,-0.2278339750385803,-1.1441115493964586,-43.26772691947626,24.621563393655304,13.968372581182797,Rapti,2,19.97850284706573,Drying,Severe Drying
3994,decreasing,0.00050934779772005,-0.28012519561815336,-0.13724187327491177,-0.9112207323933256,-43.167198838955315,18.6684570550947,10.609807077956988,Kadhu,5,15.15072081056338,Drying,Severe Drying
3805,decreasing,6.594417740757308e-06,-0.36306729264475746,-0.03170175717699196,-1.406647462227857,-42.977536878863006,2.802527700780303,1.5980703246370969,Kali,3,2.2761005834448356,Drying,Severe Drying
3281,decreasing,0.0004091250147599812,-0.28482003129890454,-0.042730011165064107,-1.0559038451220228,-42.88608855112191,4.941058987642045,2.82203205483871,Yamuna,1,4.020057607805165,Drying,Severe Drying
