seg_id,min_year,min_flow_m3s,river_name,tier,updated_tier,long_term_mean,max_year,max_flow_m3s,min_decade
3374,2007,3.505041933333333,Vaisali,4,4,19.48690715798122,1961,51.59372783333333,2000
3375,2007,2.820625833333333,Pahuj,4,4,23.708332013849766,1967,58.63991733333334,2000
3376,2007,3.481774458333333,Kunwari,4,4,20.596019183333333,1958,56.819716308333334,2000
3377,2007,3.795668475,Vaisali,4,4,22.612777107394365,1961,60.509140083333335,2000
3378,1987,3.038623466666667,Gambhir,4,4,15.788565976760564,1995,49.631030716666665,1980
3379,2015,5.046887458333333,Sengur,4,4,19.76918098931925,1967,53.795856225,2010
3380,2015,5.476561575000001,Sengur,4,4,22.80271497206573,1967,62.105130124999995,2010
3381,2007,4.126087225,Pahuj,4,4,34.64177576737089,1967,84.26670123333334,2000
3382,1987,5.471343524999999,Gambhir,4,4,24.990867941666668,1958,75.11855016666667,1980
3383,2007,6.483609358333333,Kunwari,4,4,38.28113517546949,1958,105.49274616666666,2000
3384,2007,7.2635664250000005,Kunwari,4,4,46.7638566084507,1958,125.61254425,2000
3385,2007,7.985756666666667,Gambhir,4,4,37.44848891408451,1958,115.8436885,2000
3386,2007,31.443215916666663,Sindh,3,3,129.7121050504695,1961,299.13802016666665,2000
3387,2007,35.45151666666667,Sindh,3,3,154.6217852652582,1961,365.17636308333334,2000
3388,2007,39.582192166666665,Sindh,3,3,189.30881464436618,1961,447.6682226666667,2000
3389,1987,26.3596005,Yamuna,1,1,106.4565149084507,1958,303.7915776666667,1980
3390,2007,46.85314483333334,Sindh,3,3,236.15168220657276,1961,565.2606045,2000
3391,1987,152.43211258333335,Yamuna,1,1,518.8073678075118,1958,1014.2595566666665,1980
3392,2002,643.0128316666667,Yamuna,1,1,1653.9609911737089,2019,3384.5781583333337,2000
3393,2002,740.0832925,Yamuna,1,1,1898.5144007159624,1961,3709.573946666667,2000
3394,2009,0.22648503583333332,Supin,4,4,2.3651299806103285,1959,10.77671135,2000
3395,2009,0.5754475333333333,Tons,2,2,5.172895636995305,1959,18.814029325,2000
3396,2002,0.23052380916666668,Dhund,5,5,1.8461679467018781,1981,8.286079484166667,2000
3397,2002,0.7297614041666667,Dhund,5,5,5.017083405011737,1981,21.02546588333333,2000
3398,2002,1.0503546000000001,Banganga,4,4,5.462733866197183,1995,20.653916191666667,2000
3399,2002,1.2538495458333332,Mashi,4,4,9.44429714346244,1977,35.16404699166667,2000
3400,2002,1.17742268,Dhund,5,5,8.286974962629108,1981,35.256453416666666,2000
3401,1987,0.9766742608333333,Morel,4,4,5.8673620120892025,1981,25.475348274999998,1980
3402,2002,2.9926077,Morel,4,4,19.46903495375587,1981,79.97024276666666,2000
3403,2002,0.2939422366666667,Kareli,4,4,1.742330093532864,1981,6.2921582425,2000
3404,2002,0.3163885083333333,Kareli,4,4,1.9473897937558684,1981,7.598624929166665,2000
3405,2002,0.61628642,Kareli,4,4,3.7210597140962443,1981,13.959680178333334,2000
3406,2002,0.5517444483333334,Dhil,5,5,4.528355328333333,1981,15.218982741666666,2000
3407,2002,1.2428695941666665,Kareli,4,4,7.827602944495306,1995,26.77373814166667,2000
