seg_id,river_name,tier,n_upstream_dams,total_upstream_capacity_mcm,nearest_upstream_dam,nearest_dam_dist_km,nearest_dam_year,dams_before_1991,dams_after_1991
1429,Padma,1,32,2481.03,Torai Dam,325.84,,24,4
1445,Padma,1,32,2481.03,Torai Dam,268.56,,24,4
1495,Padma,1,0,0.0,,,,0,0
1496,Padma,1,0,0.0,,,,0,0
1497,Padma,1,32,2481.03,Torai Dam,304.33,,24,4
1523,Padma,1,32,2481.03,Torai Dam,178.24,,24,4
1525,Padma,1,0,0.0,,,,0,0
1526,Padma,1,0,0.0,,,,0,0
1527,Padma,1,32,2481.03,Torai Dam,237.77,,24,4
1528,Padma,1,0,0.0,,,,0,0
1530,Padma,1,0,0.0,,,,0,0
1548,Punarbhaba,99,0,0.0,,,,0,0
1549,Punarbhaba,99,0,0.0,,,,0,0
1551,Padma,1,32,2481.03,Torai Dam,96.2,,24,4
1552,Padma,1,0,0.0,,,,0,0
1553,Padma,1,32,2481.03,Torai Dam,121.8,,24,4
1560,Tangan,99,0,0.0,,,,0,0
1562,Punarbhaba,99,0,0.0,,,,0,0
2480,Kevai,99,1,3.08,Latar Dam,14.92,1976.0,1,0
2481,Son,99,0,0.0,,,,0,0
2807,Mohana,99,1,12.34,Buksa Dam,4.8,1982.0,1,0
2910,Padma,1,0,0.0,,,,0,0
2912,Padma,1,0,0.0,,,,0,0
2913,Ichamati,99,0,0.0,,,,0,0
2914,Kalindi,99,0,0.0,,,,0,0
2915,Ichamati,99,0,0.0,,,,0,0
2916,Ichamati,99,0,0.0,,,,0,0
2918,Ichamati,99,0,0.0,,,,0,0
2919,Mathabanga,99,0,0.0,,,,0,0
2920,Padma,1,0,0.0,,,,0,0
2921,Padma,1,0,0.0,,,,0,0
2922,Ichamati,99,0,0.0,,,,0,0
2928,Padma,1,0,0.0,,,,0,0
2929,Padma,1,0,0.0,,,,0,0
2930,Mathabanga,99,0,0.0,,,,0,0
2931,Bhairab,99,0,0.0,,,,0,0
2933,Padma,1,0,0.0,,,,0,0
2954,Gumani,99,2,278.89,Sunder Dam,18.92,1976.0,1,0
2957,Gumani,99,2,278.89,Torai Dam,25.81,,1,0
2959,Ganga,1,30,2202.14,Chandan Dam,106.31,1968.0,23,4
2960,Ganga,1,32,2481.03,Torai Dam,43.42,,24,4
2971,Padma,1,0,0.0,,,,0,0
2973,Padma,1,32,2481.03,Torai Dam,62.08,,24,4
2977,Chandan,99,1,157.23,Chandan Dam,3.6,1968.0,1,0
2978,Barnar,99,1,80.21,Barnar Dam,14.26,2005.0,0,1
3217,Koel,99,0,0.0,,,,0,0
3244,Sota,99,1,16.36,Buchara Dam,23.34,1889.0,1,0
3245,Sota,99,1,24.54,Chittoli Dam,6.66,1950.0,1,0
3246,Sota,99,1,24.54,Chittoli Dam,31.4,1950.0,1,0
3247,Chalak,99,0,0.0,,,,0,0
3248,Sota,99,2,40.9,Chittoli Dam,53.44,1950.0,2,0
3260,Yamuna,99,0,0.0,,,,0,0
3261,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,184.34,,1,1
3262,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,203.01,,1,1
3263,Yamuna,99,0,0.0,,,,0,0
3264,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,225.3,,1,1
3279,Yamuna,99,0,0.0,,,,0,0
3281,Yamuna,99,0,0.0,,,,0,0
3284,Bata,99,0,0.0,,,,0,0
3285,Tons,99,0,0.0,,,,0,0
3286,Giri,99,0,0.0,,,,0,0
3287,Yamuna,99,3,602.62,Ichari Dam,23.34,1972.0,1,1
3288,Yamuna,99,3,602.62,Ichari Dam,27.26,1972.0,1,1
3289,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,44.5,,1,1
3290,Yamuna,99,0,0.0,,,,0,0
3291,Yamuna,99,0,0.0,,,,0,0
3292,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,64.53,,1,1
3293,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,99.49,,1,1
3295,Yamuna,99,0,0.0,,,,0,0
3296,Yamuna,99,0,0.0,,,,0,0
3297,Yamuna,99,0,0.0,,,,0,0
3298,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,135.45,,1,1
3300,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,148.31,,1,1
3301,Hindon,99,0,0.0,,,,0,0
3302,Hindon,99,0,0.0,,,,0,0
3303,Yamuna,99,0,0.0,,,,0,0
3304,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,164.97,,1,1
3305,Yamuna,99,0,0.0,,,,0,0
3308,Rupin,99,0,0.0,,,,0,0
3309,Tons,99,0,0.0,,,,0,0
3310,Pabbar,99,0,0.0,,,,0,0
3311,Tons,99,0,0.0,,,,0,0
3312,Tons,99,0,0.0,,,,0,0
3316,Shallu,99,0,0.0,,,,0,0
3317,Tons,99,0,0.0,,,,0,0
3318,Sainj,99,0,0.0,,,,0,0
3319,Tons,99,1,8.93,Ichari Dam,2.73,1972.0,1,0
3320,Yamuna,99,2,593.69,Lakhwar (Ujvn) Dam,0.82,2024.0,0,1
3321,Aglad,99,0,0.0,,,,0,0
3322,Yamuna,99,0,0.0,,,,0,0
3323,Bhagirathi,99,1,0.6,Maneri Stage I Dam,4.23,1984.0,1,0
3324,Yamuna,99,3,602.62,Vyasi (Ujvn) Dam,14.2,,1,1
3325,Ashmi,99,0,0.0,,,,0,0
3326,Giri,99,0,0.0,,,,0,0
3328,Sarai,99,0,0.0,,,,0,0
3329,Chambal,99,0,0.0,,,,0,0
3330,Kadwal,99,2,55.7,Aoda Dam,22.84,1934.0,1,0
3331,Chambal,99,2,55.7,Aoda Dam,41.91,1934.0,1,0
3332,Banas,99,72,2740.48,Kalisil Dam,25.4,1956.0,53,9
3333,Chambal,99,152,10195.82,Man Sarowar Dam,21.1,1957.0,96,45
3334,Chambal,99,154,10251.52,Man Sarowar Dam,30.23,1957.0,97,45
3335,Chambal,99,226,12992.0,Man Sarowar Dam,34.27,1957.0,150,54
3336,Chambal,99,226,12992.0,Kalisil Dam,25.99,1956.0,150,54
3337,Kuno,99,2,21.6,Harsi Dam,7.8,1917.0,2,0
3338,Karisil,99,1,41.7,Kalisil Dam,6.81,1956.0,1,0
3339,Chambal,99,229,13023.39,Needar Dam,106.31,1990.0,153,54
3340,Parbati,99,6,93.92,Rampur Dam,6.33,1958.0,4,2
3341,Karai,99,0,0.0,,,,0,0
3342,Kuno,99,0,0.0,,,,0,0
3343,Kuno,99,0,0.0,,,,0,0
3344,Sindh,99,2,3.61,Mohari Dam,11.37,1916.0,2,0
3345,Sindh,99,3,5.68,Bharoli Dam,30.36,1916.0,3,0
3346,Kendar,99,0,0.0,,,,0,0
3347,Manki,99,1,2.33,Kuda Dam,11.58,1982.0,1,0
3348,Kuno,99,1,2.33,Kuda Dam,19.13,1982.0,1,0
3349,Kunwari,99,2,7.19,Kamera Dam,8.46,1910.0,2,0
3350,Kunwari,99,0,0.0,,,,0,0
3351,Bamni,99,0,0.0,,,,0,0
3352,Parbati,99,0,0.0,,,,0,0
3353,Vaisali,99,0,0.0,,,,0,0
3354,Sengur,99,0,0.0,,,,0,0
3355,Sesar,99,1,34.97,Juggar Dam,11.32,1957.0,1,0
3356,Vaisali,99,1,12.96,Ramova Dam,20.92,1931.0,1,0
3357,Kunwari,99,0,0.0,,,,0,0
3358,Parbati,99,1,115.17,Parbati Dam,9.06,1963.0,1,0
3359,Gambhir,99,0,0.0,,,,0,0
3360,Vaisali,99,0,0.0,,,,0,0
3361,Jhilmil,99,0,0.0,,,,0,0
3362,Sank,99,3,24.31,Tigra Dam,11.91,1917.0,3,0
3363,Pahuj,99,2,5.03,Khaprar Dam,6.75,1985.0,2,0
3364,Parbati,99,1,115.17,Parbati Dam,10.33,1963.0,1,0
3365,Gambhir,99,1,54.95,Panchana Dam,11.05,2006.0,0,1
3366,Asan,99,1,91.55,Kotwal Dam,26.14,1914.0,1,0
3367,Non,99,0,0.0,,,,0,0
3368,Sengur,99,0,0.0,,,,0,0
3369,Parbati,99,1,115.17,Parbati Dam,37.38,1963.0,1,0
3370,Vaisali,99,2,34.64,Baisly Dam,15.02,1919.0,2,0
3371,Sengur,99,0,0.0,,,,0,0
3372,Asan,99,4,115.86,Kotwal Dam,17.6,1914.0,4,0
3373,Gambhir,99,2,170.45,Bishan Samand Dam,15.34,,0,1
3374,Vaisali,99,2,34.64,Baisly Dam,33.56,1919.0,2,0
3375,Pahuj,99,4,76.89,Keeratwari Dam,13.22,1988.0,4,0
3376,Kunwari,99,2,7.19,Kamera Dam,72.75,1910.0,2,0
3377,Vaisali,99,2,34.64,Baisly Dam,40.49,1919.0,2,0
3378,Gambhir,99,3,205.42,Juggar Dam,22.41,1957.0,1,1
3379,Sengur,99,0,0.0,,,,0,0
3380,Sengur,99,0,0.0,,,,0,0
3381,Pahuj,99,6,81.92,Khaprar Dam,41.43,1985.0,6,0
3382,Gambhir,99,4,258.06,Baretha Bund Dam,43.06,1897.0,2,1
3383,Kunwari,99,6,123.05,Kotwal Dam,34.78,1914.0,6,0
3384,Kunwari,99,6,123.05,Pillowa Dam,71.42,1914.0,6,0
3385,Gambhir,99,5,373.23,Parbati Dam,63.37,1963.0,3,1
3386,Sindh,99,26,356.27,Tekanpur Dam,52.47,1895.0,21,4
3387,Sindh,99,28,390.91,Baisly Dam,58.81,1919.0,23,4
3388,Sindh,99,34,472.83,Khaprar Dam,56.55,1985.0,29,4
3389,Yamuna,99,13,536.55,Parbati Dam,91.94,1963.0,9,2
3390,Sindh,99,40,595.88,Khaprar Dam,59.04,1985.0,35,4
3391,Yamuna,99,16,1139.17,Parbati Dam,142.74,1963.0,10,3
3392,Yamuna,99,245,14162.57,Parbati Dam,180.11,1963.0,163,57
3393,Yamuna,99,285,14758.45,Khaprar Dam,72.67,1985.0,198,61
3394,Supin,99,0,0.0,,,,0,0
3395,Tons,99,0,0.0,,,,0,0
3396,Dhund,99,1,4.17,Sheel Ki Dungri Dam,4.5,1900.0,1,0
3397,Dhund,99,2,57.88,Kanota Dam,18.83,2001.0,1,1
3398,Banganga,99,3,89.11,Chandrana Dam,5.99,1976.0,3,0
3399,Mashi,99,2,28.16,Hingonia Dam,25.74,1862.0,2,0
3400,Dhund,99,3,62.05,Sheel Ki Dungri Dam,15.38,1900.0,2,1
3401,Morel,99,0,0.0,,,,0,0
3402,Morel,99,4,138.69,Morel Dam,8.21,1959.0,3,1
3403,Kareli,99,1,12.93,Morasagar Dam,20.17,1934.0,1,0
3404,Kareli,99,0,0.0,,,,0,0
3405,Kareli,99,1,12.93,Morasagar Dam,26.89,1934.0,1,0
3406,Dhil,99,1,27.73,Dheel Dam,5.73,1911.0,1,0
3407,Kareli,99,1,12.93,Morasagar Dam,33.69,1934.0,1,0
3408,Morel,99,5,151.62,Morel Dam,30.67,1959.0,4,1
3409,Kareli,99,0,0.0,,,,0,0
3410,Morel,99,0,0.0,,,,0,0
3411,Morel,99,5,151.62,Morel Dam,33.19,1959.0,4,1
3412,Morel,99,6,193.31,Kalisil Dam,18.03,1956.0,5,1
3413,Gambhir,99,1,25.98,Surwal Dam,10.6,1958.0,1,0
3414,Banas,99,65,2521.18,Dheel Dam,25.43,1911.0,47,8
3415,Banas,99,66,2547.16,Surwal Dam,25.54,1958.0,48,8
3417,Mashi,99,1,20.66,Kalakh Sagar Dam,8.13,1883.0,1,0
3418,Mashi,99,0,0.0,,,,0,0
3419,Mashi,99,0,0.0,,,,0,0
3420,Mashi,99,1,35.0,Chaparwara Dam,9.62,1894.0,1,0
3421,Mashi,99,1,35.0,Chaparwara Dam,26.35,1894.0,1,0
3422,Mashi,99,1,35.0,Chaparwara Dam,45.92,1894.0,1,0
3423,Mashi,99,0,0.0,,,,0,0
3424,Mashi,99,4,111.29,Mashi Dam,8.27,1960.0,4,0
3425,Mashi,99,4,111.29,Mashi Dam,18.97,1960.0,4,0
3426,Sohadra,99,0,0.0,,,,0,0
3428,Sohadra,99,1,47.14,Tordi Sagar Dam,4.19,1887.0,1,0
3429,Dai,99,0,0.0,,,,0,0
3430,Dai,99,1,11.49,Lassaria Dam,8.02,1981.0,1,0
3431,Sohadra,99,1,47.14,Tordi Sagar Dam,21.59,1887.0,1,0
3432,Banas,99,58,2286.29,Bisalpur Dam,18.84,1999.0,40,8
3433,Mashi,99,5,158.43,Mashi Dam,21.17,1960.0,5,0
3434,Banas,99,63,2444.72,Mashi Dam,34.47,1960.0,45,8
3435,Galwa,99,1,48.73,Galwa Dam,15.31,1960.0,1,0
3436,Banas,99,64,2472.45,Dheel Dam,8.96,1911.0,46,8
3437,Chakan,99,2,21.08,Chakan Dam,5.2,1849.0,2,0
3438,Dai,99,0,0.0,,,,0,0
3439,Dai,99,0,0.0,,,,0,0
3440,Banas,99,56,1178.96,Nagdi Dam,31.23,1959.0,39,7
3441,Bajyan,99,1,28.4,Bundika Gothra Dam,6.63,,0,0
3442,Mashi,99,0,0.0,,,,0,0
3443,Mashi,99,0,0.0,,,,0,0
3444,Mashi,99,0,0.0,,,,0,0
3445,Mashi,99,1,35.0,Chaparwara Dam,1.9,1894.0,1,0
3447,Mendha,99,0,0.0,,,,0,0
3448,Mendha,99,0,0.0,,,,0,0
3449,Mendha,99,0,0.0,,,,0,0
3450,Mendha,99,0,0.0,,,,0,0
3451,Sindh,99,0,0.0,,,,0,0
3452,Non,99,2,12.6,Tekanpur Dam,18.73,1895.0,2,0
3453,Parbati,99,7,145.2,Moonjwar Dam,12.62,1969.0,5,2
3454,Sindh,99,24,343.67,Ram Sagar Dam,15.77,1963.0,19,4
3455,Sindh,99,26,356.27,Tekanpur Dam,19.75,1895.0,21,4
3456,Pahuj,99,0,0.0,,,,0,0
3457,Betwa,99,2,7.81,Magar Pur Dam,19.92,1694.0,2,0
3458,Ghurari,99,1,9.92,Dongari Dam,12.62,1986.0,1,0
3459,Pahuj,99,3,75.92,Sidhkhad Dam,11.12,1986.0,3,0
3460,Mahuar,99,7,37.58,Adner Dam,28.36,1911.0,6,1
3461,Sindh,99,16,300.23,Mohini Pick-Up Weir Dam,41.1,,12,3
3462,Betwa,99,64,4232.59,Veer Sagar Dam,14.04,1970.0,48,10
3463,Betwa,99,66,4267.01,Barwa Sagar Dam,7.73,1694.0,50,10
3464,Betwa,99,70,4366.43,Madan Sagar Dam,8.75,1966.0,54,10
3465,Sindh,99,1,7.78,Chandapatha Dam,13.49,1918.0,1,0
3466,Sindh,99,0,0.0,,,,0,0
3467,Sindh,99,7,38.44,Rajgarh Dam,30.79,1914.0,6,1
3468,Sindh,99,8,46.22,Chandapatha Dam,22.46,1918.0,7,1
3469,Sindh,99,9,155.03,Mohini Pick-Up Weir Dam,16.97,,7,1
3470,Mahuar,99,0,0.0,,,,0,0
3471,Bilrai,99,4,8.81,Chinnod Dam,6.88,1991.0,3,1
3472,Mahuar,99,3,28.77,Dunguna Dam,6.41,1984.0,3,0
3473,Mahuar,99,7,37.58,Adner Dam,15.52,1911.0,6,1
3474,Non,99,0,0.0,,,,0,0
3475,Non,99,1,8.29,Tekanpur Dam,18.12,1895.0,1,0
3476,Non,99,1,4.31,Simariya No.1 Dam,15.37,1976.0,1,0
3477,Non,99,1,4.31,Simariya No.1 Dam,24.03,1976.0,1,0
3478,Betwa,99,3,23.94,Nagdagajora Dam,8.4,1911.0,2,1
3479,Khari,99,8,163.33,Madho Sagar Dam,137.3,1887.0,6,1
3480,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,381.52,2024.0,1,1
3481,Sengur,99,0,0.0,,,,0,0
3482,Ganga,1,0,0.0,,,,0,0
3483,Rihand,99,0,0.0,,,,0,0
3484,Sengur,99,0,0.0,,,,0,0
3485,Sindh,99,1,2.07,Bharoli Dam,15.17,1916.0,1,0
3486,Indar,99,0,0.0,,,,0,0
3487,Sindh,99,4,7.95,Rajgarh Dam,18.76,1914.0,4,0
3488,Aerma,99,3,30.49,Madhar Dam,17.41,2003.0,2,1
3489,Kakund,99,1,52.64,Baretha Bund Dam,8.77,1897.0,1,0
3490,Banganga,99,0,0.0,,,,0,0
3491,Banganga,99,6,130.75,Reriya Dam,39.43,1992.0,4,1
3492,Gambhir,99,4,258.06,Baretha Bund Dam,20.72,1897.0,2,1
3493,Banganga,99,6,130.75,Madho Sagar Dam,79.38,1887.0,4,1
3494,Khari,99,2,32.58,Jaisamand Dam,99.15,1910.0,2,0
3495,Khari,99,0,0.0,,,,0,0
3496,Khari,99,8,163.33,Madho Sagar Dam,118.05,1887.0,6,1
3497,Yamuna,99,0,0.0,,,,0,0
3498,Karwan,99,0,0.0,,,,0,0
3502,Karwan,99,0,0.0,,,,0,0
3503,Karwan,99,0,0.0,,,,0,0
3504,Khari,99,2,32.58,Jaisamand Dam,82.58,1910.0,2,0
3505,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,314.83,2024.0,1,1
3506,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,354.18,2024.0,1,1
3508,Gambhir,99,0,0.0,,,,0,0
3509,Gambhir,99,1,115.5,Bishan Samand Dam,5.76,,0,0
3510,Banganga,99,1,5.29,Reriya Dam,11.96,1992.0,0,1
3514,Khari,99,2,32.58,Jaisamand Dam,79.45,1910.0,2,0
3515,Khari,99,2,32.58,Jaisamand Dam,76.65,1910.0,2,0
3516,Sanwan,99,0,0.0,,,,0,0
3517,Sanwan,99,0,0.0,,,,0,0
3518,Banganga,99,0,0.0,,,,0,0
3519,Sanwan,99,1,13.73,Sainthal Sagar Dam,6.18,,0,0
3520,Barah,99,2,32.58,Jaisamand Dam,6.17,1910.0,2,0
3521,Sanwan,99,1,13.73,Sainthal Sagar Dam,14.84,,0,0
3522,Sanwan,99,1,13.73,Sainthal Sagar Dam,31.51,,0,0
3523,Banganga,99,4,111.72,Madho Sagar Dam,16.15,1887.0,4,0
3524,Banganga,99,5,125.45,Madho Sagar Dam,28.13,1887.0,4,0
3526,Khari,99,0,0.0,,,,0,0
3527,Khari,99,0,0.0,,,,0,0
3528,Barah,99,2,32.58,Jaisamand Dam,52.37,1910.0,2,0
3530,Khari,99,0,0.0,,,,0,0
3531,Barah,99,0,0.0,,,,0,0
3532,Barah,99,2,32.58,Jaisamand Dam,22.05,1910.0,2,0
3533,Yamuna,99,0,0.0,,,,0,0
3534,Hindon,99,0,0.0,,,,0,0
3535,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,275.09,2024.0,1,1
3536,Karwan,99,0,0.0,,,,0,0
3537,Karwan,99,0,0.0,,,,0,0
3538,Karwan,99,0,0.0,,,,0,0
3539,Karwan,99,0,0.0,,,,0,0
3541,Karwan,99,0,0.0,,,,0,0
3543,Kali,99,0,0.0,,,,0,0
3544,Kali,99,0,0.0,,,,0,0
3545,Kali,99,0,0.0,,,,0,0
3547,Kali,99,0,0.0,,,,0,0
3548,Kali,99,0,0.0,,,,0,0
3549,Kali,99,0,0.0,,,,0,0
3550,Kali,99,0,0.0,,,,0,0
3551,Hindon,99,0,0.0,,,,0,0
3552,Hindon,99,0,0.0,,,,0,0
3553,Kali,99,0,0.0,,,,0,0
3554,Kali,99,0,0.0,,,,0,0
3555,Solani,99,0,0.0,,,,0,0
3556,Kali,99,0,0.0,,,,0,0
3558,Kali,99,0,0.0,,,,0,0
3559,Hindon,99,0,0.0,,,,0,0
3560,Amjar,99,2,63.56,Takli Dam,10.7,,0,1
3561,Ahu,99,7,85.31,Piplad Dam,29.76,2011.0,5,2
3562,Ahu,99,9,148.87,Sawan Bhado Dam,19.28,2001.0,5,3
3563,Kali Sindh,99,28,5676.14,Kalisindh Dam Phase-I Dam,1.61,2004.0,18,7
3564,Kali Sindh,99,37,5825.02,Sawan Bhado Dam,10.57,2001.0,23,10
3565,Kali Sindh,99,0,0.0,,,,0,0
3566,Ujar,99,1,76.55,Bhimsagar Dam,27.28,1997.0,0,1
3567,Parvan,99,21,174.25,Gulandi Dam,55.45,,11,9
3568,Kali Sindh,99,37,5825.02,Sawan Bhado Dam,27.99,2001.0,23,10
3569,Kali Sindh,99,38,5901.57,Sawan Bhado Dam,32.24,2001.0,23,11
3570,Chauli,99,2,55.4,Baorikheda Dam,6.99,1989.0,1,1
3571,Ghar Ganga,99,2,5.93,Deori Dam,20.86,1978.0,1,1
3572,Chhapi,99,5,101.04,Chhapi Dam,12.05,2005.0,3,2
3573,Chhapi,99,7,106.97,Chhapi Dam,12.53,2005.0,4,3
3574,Kali Sindh,99,23,173.09,Ghoghatpur Dam,12.3,2003.0,16,5
3575,Kali Sindh,99,59,6075.81,Sawan Bhado Dam,50.57,2001.0,34,20
3576,Baleti,99,0,0.0,,,,0,0
3577,Newaj,99,1,1.04,Phoodra Dam,6.72,2002.0,0,1
3578,Kali Sindh,99,6,13.29,Bhensrod Dam,19.21,1860.0,3,2
3579,Parbati,99,2,5.52,Chapper Dam,14.87,1980.0,1,1
3580,Newaj,99,1,1.04,Phoodra Dam,25.01,2002.0,0,1
3581,Newaj,99,3,8.75,Narola Dam,11.28,1916.0,3,0
3582,Newaj,99,5,13.27,Banskheda Dam,18.25,2002.0,3,2
3583,Dudhi,99,3,34.15,Dudhi Dam,13.93,2001.0,1,2
3584,Newaj,99,8,47.42,Banskheda Dam,30.92,2002.0,4,4
3585,Paru,99,3,31.86,Doraha Dam,12.84,1983.0,3,0
3586,Parbati,99,8,17.4,Imlikheda Dam,13.58,2000.0,6,2
3587,Parbati,99,24,83.1,Hedapura Dam,4.82,1979.0,17,7
3588,Ghora Pachhar,99,2,3.56,Ganeshpura Dam,5.16,2003.0,0,2
3589,Ghora Pachhar,99,3,2.93,Sawsara Dam,6.09,1982.0,3,0
3590,Ghora Pachhar,99,5,6.48,Khankuria Dam,22.53,1915.0,3,2
3591,Parvan,99,14,67.27,Gulandi Dam,10.28,,7,6
3592,Londri,99,0,0.0,,,,0,0
3593,Kali Sindh,99,2,5.56,Momanpura Dam,5.54,1916.0,1,0
3594,Lakundar,99,7,77.07,Shankarpur Dam,1.68,1993.0,5,2
3595,Lakundar,99,16,155.92,Laxmikheda Dam,9.71,1989.0,13,2
3596,Kali Sindh,99,23,173.09,Ghoghatpur Dam,10.06,2003.0,16,5
3597,Tila,99,2,53.67,Nanukhedi Dam,8.17,,1,0
3598,Chhoti Kali Sindh,99,0,0.0,,,,0,0
3599,Kanthali,99,0,0.0,,,,0,0
3600,Ahu,99,3,54.73,Gagrin Dam,3.55,1956.0,3,0
3601,Ahu,99,0,0.0,,,,0,0
3602,Ahu,99,7,85.31,Piplad Dam,7.16,2011.0,5,2
3603,Dudhaliya,99,0,0.0,,,,0,0
3604,Ahu,99,3,6.44,Poiadonger Dam,7.63,1956.0,2,1
3605,Chhoti Kali Sindh,99,2,10.23,Koyalkhedi Dam,7.35,1980.0,2,0
3606,Ansar,99,0,0.0,,,,0,0
3607,Chambal,99,29,317.82,Asawati Dam,25.32,1988.0,21,7
3608,Chambal,99,29,317.82,Asawati Dam,51.33,1988.0,21,7
3609,Khoki,99,1,2.03,Chambleshwar Dam,13.01,2002.0,0,1
3610,Gunjali,99,0,0.0,,,,0,0
3611,Gunjali,99,0,0.0,,,,0,0
3612,Gunjali,99,1,2.03,Chambleshwar Dam,23.26,2002.0,0,1
3613,Gunjali,99,1,2.03,Chambleshwar Dam,32.35,2002.0,0,1
3614,Chambal,99,2,18.55,Pachanpura Dam,12.42,1990.0,1,1
3615,Chambal,99,31,3218.54,Ranapratap Sager Dam,7.91,1970.0,22,8
3616,Chambal,99,33,3237.09,Ranapratap Sager Dam,7.8,1970.0,23,9
3617,Chambal,99,0,0.0,,,,0,0
3618,Chambal,99,35,3416.22,Kota Barrage Dam,2.08,,24,9
3619,Chandloi,99,0,0.0,,,,0,0
3620,Thalera,99,0,0.0,,,,0,0
3621,Alnia,99,1,43.72,Alnia Dam,17.69,1960.0,1,0
3622,Chandloi,99,1,43.72,Alnia Dam,24.19,1960.0,1,0
3623,Chambal,99,36,3459.94,Kota Barrage Dam,38.85,,25,9
3624,Kural,99,3,63.51,Gararda Dam,40.73,2010.0,2,1
3625,Mej,99,9,154.79,Paibala Pura Dam,21.22,1957.0,4,3
3626,Mej,99,12,218.3,Paibala Pura Dam,29.51,1957.0,6,4
3627,Kali Sindh,99,59,6075.81,Sawan Bhado Dam,75.31,2001.0,34,20
3628,Chambal,99,95,9535.75,Kota Barrage Dam,68.16,,59,29
3629,Shipra,99,0,0.0,,,,0,0
3630,Chhoti Kali Sindh,99,2,10.23,Koyalkhedi Dam,57.22,1980.0,2,0
3631,Shipra,99,13,137.89,Amiya Bahadurpur Dam,8.84,1983.0,10,3
3632,Shipra,99,13,137.89,Amiya Bahadurpur Dam,33.5,1983.0,10,3
3633,Chambal,99,20,212.84,Laduna Dam,14.14,1988.0,15,5
3634,Chambal,99,24,297.33,Asawati Dam,7.32,1988.0,19,5
3635,Sau,99,3,9.76,Mundri Dam,11.37,2000.0,0,2
3636,Chambal,99,27,307.09,Asawati Dam,19.84,1988.0,19,7
3637,Somli,99,0,0.0,,,,0,0
3638,Sau,99,2,6.21,Bajrag Garh Dam,10.71,2006.0,0,1
3639,Retam,99,2,10.73,Gopalpura Dam,12.78,1980.0,2,0
3640,Idar,99,2,10.73,Gopalpura Dam,18.74,1980.0,2,0
3641,Retam,99,0,0.0,,,,0,0
3642,Retam,99,1,5.07,Gadola Dam,21.77,1964.0,1,0
3643,Retam,99,0,0.0,,,,0,0
3644,Idar,99,0,0.0,,,,0,0
3645,Retam,99,2,10.73,Gopalpura Dam,4.49,1980.0,2,0
3646,Maleni,99,1,5.83,Antalwasa Dam,16.22,1908.0,1,0
3647,Maleni,99,0,0.0,,,,0,0
