seg_id,early_dry_mean,late_dry_mean,abs_change_m3s,pct_change,river_name,tier,updated_tier,long_term_mean,dry_mk_trend,dry_mk_p_value,dry_sens_slope_pct_yr
3354,1.3207975706875001,0.7202741864516129,-0.6005233842358872,-45.46672386165152,Sengur,4,4,1.9051279037441315,decreasing,2.4271897824945654e-09,-1.6260705070007626
3885,2.130419167,1.1698798726612905,-0.9605392943387094,-45.08686878232116,Gomti,2,2,6.862777992781691,no trend,0.05927078933690422,-0.37967868706488234
3319,41.049595,22.820002949193547,-18.22959205080645,-44.40870135456014,Tons,2,2,58.28451773004695,decreasing,0.012711826467079357,-0.6576693465514114
4230,2.0837763968125,1.1593621637096776,-0.9244142331028224,-44.362448606140056,Jadh Ganga,4,4,2.901942178838028,decreasing,0.0025454382452223534,-0.7514342608523045
4240,52.182320134375004,29.14549372580645,-23.036826408568555,-44.14680364776093,Alaknanda,3,3,96.95571983122066,decreasing,0.005118383692698902,-0.7621609900402667
4241,56.777987162500004,32.09587122580645,-24.682115936693556,-43.47127675740376,Alaknanda,3,3,104.7853403100939,decreasing,0.00544204075020871,-0.7288084054519336
3533,2.008423553375,1.1455637596774195,-0.8628597936975806,-42.96204315307951,Yamuna,1,1,2.806747745140845,decreasing,6.28993812590295e-08,-1.6559190566692434
4220,62.4682230375,35.676463020161286,-26.791760017338717,-42.88862194984397,Alaknanda,3,3,116.10040710739436,decreasing,0.005610700200268548,-0.7037018579432484
4809,7.06445997125,4.068310247580645,-2.9961497236693546,-42.41158893762137,Sarju,3,3,20.822864221737092,no trend,0.06926481772484427,-0.2864972982287134
4221,82.74179640625,47.68769108870968,-35.054105317540326,-42.36565658476865,Alaknanda,3,3,160.10426275,decreasing,0.005784061343793834,-0.6523273874560254
3824,4.599701996249999,2.6513252773387097,-1.9483767189112897,-42.35875977399717,Yamuna,1,1,7.632671202159624,decreasing,1.508488061130464e-07,-1.3924119884128408
4235,18.097926740625,10.505442716129032,-7.592484024495967,-41.9522309561176,Dhauli Ganga,4,4,42.82970759049296,decreasing,0.0016498805375433356,-0.8772817595631015
3892,18.61707299375,10.810787497580645,-7.806285496169355,-41.93078846921871,Pindar,3,3,38.9951818519953,decreasing,0.039884532468206446,-0.36527999347914897
4234,5.799044691874999,3.4985094937903227,-2.3005351980846767,-39.67093409898945,Girthi Ganga,4,4,16.566640083626762,decreasing,0.003093174094754625,-0.9560405984706168
3826,24.403933968125,14.804710208064517,-9.599223760060482,-39.33473911459698,Sengur,4,4,37.08481261725352,decreasing,2.709123614330622e-08,-1.2987195851119262
4810,13.037429215625,7.974979507258065,-5.062449708366935,-38.830122293586285,Sarju,3,3,47.66917016009389,decreasing,0.03532796495417179,-0.3783699673531108
4242,4.435598081875,2.714800090645161,-1.7207979912298388,-38.795173941964315,Nandakini,3,3,8.1458907382277,decreasing,0.029699886817119436,-0.4565952186782404
3367,4.1209526725000005,2.523922039435484,-1.5970306330645165,-38.75391832868754,Non,4,4,9.44344288907277,decreasing,2.021562472975802e-09,-1.3393217359538887
