seg_id,river_name,tier,intervention_year,n_upstream_dams,total_upstream_capacity_mcm,pre_years,post_years,pre_mean_m3s,post_mean_m3s,pre_cv,post_cv,pct_change_post_vs_pre,mann_whitney_U,p_value,dam_effect,a6_category,a6_severity
3961,Ganga,1,1992,554,27368.87,41,31,5304.388,4609.1681,0.2738,0.2961,-13.11,812.0,0.045331840404617574,Significant Reduction,Drying,Moderate Drying
3962,Karmanasa,2,1962,4,489.53,11,61,107.1993,91.3873,0.2972,0.4206,-14.75,436.0,0.11753763199806655,No Significant Change,Stable,Stable
3967,Karmanasa,99,1962,2,316.03,11,61,15.7194,12.0678,0.3257,0.4189,-23.23,485.0,0.019693445006195846,Significant Reduction,Stable,Stable
3969,Karmanasa,99,1962,2,316.03,11,61,27.2956,21.435,0.3247,0.4239,-21.47,482.0,0.02230216001054366,Significant Reduction,Stable,Stable
3971,Karmanasa,99,1968,2,173.5,17,55,12.9174,14.7822,0.4726,0.5566,14.44,427.0,0.5958516730226202,No Significant Change,Stable,Stable
3972,Ganga,1,1958,553,27367.98,7,65,4994.3616,4560.295,0.2577,0.2964,-8.69,268.0,0.45527823228567926,No Significant Change,Drying,Moderate Drying
3984,Ganga,1,1962,20,5208.1,11,61,1499.6952,1108.408,0.267,0.314,-26.09,513.0,0.005598889213453581,Significant Reduction,Drying,Moderate Drying
4032,Ghaghara,99,1962,5,427.12,11,61,914.3828,854.4617,0.2106,0.2868,-6.55,393.0,0.37230713378211333,No Significant Change,Drying,Moderate Drying
4033,Ghaghara,99,1962,5,427.12,11,61,954.5247,890.6124,0.213,0.2851,-6.7,401.0,0.3089748161923327,No Significant Change,Drying,Moderate Drying
4034,Ghaghara,99,1962,5,427.12,11,61,977.653,908.3043,0.2159,0.2843,-7.09,404.0,0.28717863081055306,No Significant Change,Drying,Moderate Drying
4035,Ganga,1,1983,1,0.56,32,40,4.9007,6.1861,0.4586,0.7289,26.23,590.0,0.5747654967536759,No Significant Change,Stable,Stable
4036,Belan,99,1966,21,726.35,15,57,40.1982,46.0634,0.4054,0.5264,14.59,390.0,0.6078972701763485,No Significant Change,Stable,Stable
4037,Ganga,1,1979,543,26851.84,28,44,5116.0167,4221.4619,0.2612,0.2907,-17.49,852.0,0.006522524780323212,Significant Reduction,Drying,Moderate Drying
4039,Ganga,1,1958,3,156.12,7,65,6.0142,5.4307,0.4932,0.5798,-9.7,260.0,0.5508746251528327,No Significant Change,Stable,Stable
4042,Ganga,1,1962,20,5208.1,11,61,1512.8069,1117.5958,0.2659,0.3122,-26.12,514.0,0.005335566656381966,Significant Reduction,Drying,Moderate Drying
4043,Ganga,1,1962,20,5208.1,11,61,1519.1675,1121.816,0.2657,0.3113,-26.16,513.0,0.005598889213453581,Significant Reduction,Drying,Moderate Drying
4044,Yamuna,2,1975,473,20725.69,24,48,3463.7512,2955.59,0.2986,0.3374,-14.67,744.0,0.04540695152163918,Significant Reduction,Drying,Mild Drying
4045,Ganga,1,1975,493,25933.78,24,48,4828.0533,4055.7556,0.276,0.2949,-16.0,771.0,0.020158083550194866,Significant Reduction,Drying,Moderate Drying
4050,Sharda,99,1962,5,427.12,11,61,363.3431,322.3157,0.2467,0.3802,-11.29,446.0,0.0851216222572342,No Significant Change,Drying,Mild Drying
4056,Gopat,99,1984,24,202.4,33,39,90.8267,107.884,0.3258,0.4431,18.78,530.0,0.20150124361118016,No Significant Change,Stable,Stable
4057,Son,99,1963,78,6875.14,12,60,457.162,420.3551,0.2153,0.3287,-8.05,416.0,0.4016926510800066,No Significant Change,Stable,Stable
4058,Son,99,1970,104,7080.48,19,53,530.5852,542.2322,0.2874,0.3242,2.2,495.0,0.918587925097642,No Significant Change,Stable,Stable
4061,Belan,99,1966,21,726.35,15,57,46.8686,54.0164,0.4008,0.5094,15.25,368.0,0.41323384181795564,No Significant Change,Stable,Stable
4062,Naina,99,1969,3,7.37,18,54,11.6885,15.5058,0.5049,0.5528,32.66,351.0,0.08022255449503328,No Significant Change,Wetting,Significant Wetting
4063,Naina,99,1972,3,7.37,21,51,17.3094,21.4301,0.4738,0.533,23.81,416.0,0.1403410984999779,No Significant Change,Wetting,Significant Wetting
4065,Belan,99,1972,24,733.72,21,51,66.1454,78.8362,0.4265,0.5065,19.19,440.0,0.23913986642105545,No Significant Change,Wetting,Significant Wetting
4066,Tons,2,1982,24,146.19,31,41,148.4295,164.092,0.3865,0.5006,10.55,588.0,0.5929306049998072,No Significant Change,Stable,Stable
4067,Tons,2,1982,48,879.9,31,41,214.4411,247.1286,0.3635,0.4892,15.24,558.0,0.381125568346805,No Significant Change,Stable,Stable
4068,Tons,2,1980,49,887.29,29,43,222.5605,262.3829,0.3756,0.4878,17.89,532.0,0.2961107500161362,No Significant Change,Stable,Stable
4070,Satna,99,1972,2,13.01,21,51,11.2957,13.3915,0.4162,0.5892,18.55,477.0,0.47234144390864063,No Significant Change,Stable,Stable
4073,Satna,99,1971,10,51.79,20,52,54.7459,61.6659,0.3806,0.4603,12.64,445.0,0.34887059876586834,No Significant Change,Stable,Stable
4074,Tons,99,1980,15,119.76,29,43,77.4052,86.5404,0.4055,0.4822,11.8,551.0,0.4083527690873817,No Significant Change,Stable,Stable
4075,Tons,99,1991,21,138.39,40,32,105.1042,116.8793,0.3794,0.4902,11.2,560.0,0.36754818575790205,No Significant Change,Stable,Stable
4078,Son,99,1975,72,6856.83,24,48,406.0402,405.0077,0.285,0.3282,-0.25,588.0,0.8907361187955236,No Significant Change,Stable,Stable
4079,Tons,99,1958,1,1.85,7,65,9.1772,10.0585,0.3026,0.6118,9.6,234.0,0.9091878955441286,No Significant Change,Stable,Stable
4080,Tons,99,1991,22,140.24,40,32,115.5983,130.1908,0.3768,0.5018,12.62,556.0,0.3439381723779189,No Significant Change,Stable,Stable
4084,Tons,99,1991,22,140.24,40,32,134.3595,153.9624,0.3703,0.5113,14.59,561.0,0.37360486425554995,No Significant Change,Stable,Stable
4085,Sokar,99,1965,1,4.75,14,58,9.5663,10.1041,0.3139,0.6999,5.62,459.0,0.45503781568600576,No Significant Change,Stable,Stable
4086,Tons,99,1965,23,144.99,14,58,148.2633,154.2969,0.2618,0.4918,4.07,403.0,0.9716201901266929,No Significant Change,Stable,Stable
4098,Satna,99,1962,4,17.55,11,61,8.5438,8.6314,0.2857,0.5886,1.03,369.0,0.6054376507518056,No Significant Change,Stable,Stable
4099,Gudne,99,1975,2,7.41,24,48,11.0375,11.6807,0.4231,0.4993,5.83,569.0,0.9381001119194803,No Significant Change,Stable,Stable
4101,Satna,99,1960,3,20.85,9,63,22.8018,22.7303,0.3205,0.4487,-0.31,303.0,0.7462676351745027,No Significant Change,Stable,Stable
4102,Bhandar,99,1984,2,8.04,33,39,7.9407,6.8525,0.4447,0.4099,-13.7,788.0,0.10359019386499418,No Significant Change,Stable,Stable
4104,Son,99,1990,16,75.35,39,33,106.0461,98.1833,0.4022,0.4244,-7.41,729.0,0.33673523511717207,No Significant Change,Stable,Stable
4105,Son,99,1978,34,224.81,27,45,215.4979,213.6811,0.2672,0.3211,-0.84,626.0,0.834159746700815,No Significant Change,Stable,Stable
4109,Betwa,99,2003,3,294.67,52,20,19.6218,14.2583,0.5016,0.7353,-27.33,718.0,0.013027501600570394,Significant Reduction,Drying,Mild Drying
4110,Betwa,99,2003,3,294.67,52,20,24.5169,17.2996,0.4892,0.7157,-29.44,739.0,0.0060136981247582875,Significant Reduction,Drying,Mild Drying
4112,Betwa,99,1966,99,4814.88,15,57,626.2249,536.2229,0.3001,0.4192,-14.37,527.0,0.16984002948226407,No Significant Change,Drying,Moderate Drying
4113,Betwa,99,2003,102,5109.55,52,20,618.8658,484.6422,0.3397,0.5144,-21.69,711.0,0.016619868931396466,Significant Reduction,Drying,Moderate Drying
4115,Yamuna,99,2003,387,19867.99,52,20,2622.0866,2288.4445,0.3226,0.425,-12.72,657.0,0.08614187321330866,No Significant Change,Drying,Moderate Drying
4116,Yamuna,99,2003,387,19867.99,52,20,2632.275,2293.8691,0.3221,0.4242,-12.86,660.0,0.07946016951603785,No Significant Change,Drying,Moderate Drying
4117,Yamuna,99,2003,387,19867.99,52,20,2670.4251,2316.5393,0.3206,0.4208,-13.25,656.0,0.08846743814911544,No Significant Change,Drying,Moderate Drying
4124,Dehar,99,1964,3,7.26,13,59,8.9417,7.4741,0.36,0.4988,-16.41,489.0,0.12425262922734931,No Significant Change,Drying,Mild Drying
4125,Sonar,99,1978,2,14.55,27,45,9.7618,8.3663,0.3746,0.5249,-14.3,778.0,0.0479987761755241,Significant Reduction,Drying,Mild Drying
4126,Sonar,99,1964,5,21.81,13,59,20.3244,17.028,0.3575,0.4913,-16.22,495.0,0.10416166233496275,No Significant Change,Drying,Mild Drying
4131,Dhasan,99,1972,4,17.46,21,51,21.257,17.776,0.3306,0.577,-16.38,693.0,0.05176716062117454,No Significant Change,Drying,Moderate Drying
4132,Dhasan,99,1972,20,123.69,21,51,130.1945,110.9207,0.3286,0.5292,-14.8,670.0,0.09689048779477524,No Significant Change,Drying,Moderate Drying
4141,Dhasan,99,1963,16,106.23,12,60,112.7112,93.8193,0.2786,0.5085,-16.76,460.0,0.1327256854079635,No Significant Change,Drying,Moderate Drying
4145,Dhasan,99,1974,3,0.62,23,49,29.7759,24.6549,0.3777,0.5366,-17.2,724.0,0.05331553829154341,No Significant Change,Drying,Moderate Drying
4147,Bewas,99,1969,4,101.1,18,54,25.1972,22.0011,0.3708,0.5041,-12.68,583.0,0.20950011004589397,No Significant Change,Drying,Moderate Drying
4150,Kathan,99,1966,3,4.59,15,57,5.9993,5.5304,0.3478,0.5677,-7.82,488.0,0.4054369946887778,No Significant Change,Drying,Moderate Drying
4151,Kathan,99,1980,1,2.6,29,43,9.8647,8.3738,0.3958,0.6051,-15.11,756.0,0.12963350621851377,No Significant Change,Drying,Moderate Drying
4152,Kathan,99,1966,5,15.14,15,57,21.8229,19.6961,0.3277,0.5629,-9.75,500.0,0.31811433925862254,No Significant Change,Drying,Moderate Drying
4154,Dhasan,99,1966,3,5.37,15,57,3.8637,3.4036,0.312,0.5968,-11.91,534.0,0.14162165249139955,No Significant Change,Drying,Moderate Drying
4155,Shyamri,99,1975,1,2.32,24,48,5.837,5.8649,0.4036,0.5637,0.48,603.0,0.7515814794523764,No Significant Change,Stable,Stable
4156,Urvashi,99,1981,5,20.8,30,42,25.4419,21.7209,0.5042,0.5154,-14.63,743.0,0.19879919583561945,No Significant Change,Stable,Stable
4157,Betwa,99,2000,40,2488.26,49,23,290.6036,246.552,0.3816,0.4821,-15.16,700.0,0.10048582699400231,No Significant Change,Stable,Stable
4161,Jamni,99,1970,11,491.86,19,53,66.9511,50.7642,0.3691,0.5382,-24.18,687.0,0.019381372825642444,Significant Reduction,Drying,Moderate Drying
4162,Jamni,99,1973,1,18.46,22,50,5.5374,4.2679,0.3443,0.5711,-22.93,737.0,0.022614900687531077,Significant Reduction,Drying,Moderate Drying
4163,Jamni,99,1973,2,104.6,22,50,14.5942,10.8848,0.3494,0.5721,-25.42,768.0,0.007841032137839418,Significant Reduction,Drying,Moderate Drying
4164,Sajnam,99,1990,1,83.5,39,33,13.9689,10.4116,0.4847,0.5414,-25.47,846.0,0.022434896547009836,Significant Reduction,Drying,Moderate Drying
4165,Jamni,99,1976,5,127.46,25,47,25.3099,19.2018,0.3346,0.5743,-24.13,799.0,0.012570818316898848,Significant Reduction,Drying,Moderate Drying
4168,Jamni,99,1992,8,437.84,41,31,54.4356,41.2484,0.4571,0.5546,-24.23,833.0,0.02506594340374807,Significant Reduction,Drying,Moderate Drying
4169,Jamni,99,1964,3,54.02,13,59,4.6039,3.7312,0.3094,0.5823,-18.96,501.0,0.08674156080554878,No Significant Change,Stable,Stable
4173,Kevtan,99,1968,2,9.33,17,55,15.2677,15.416,0.4378,0.4521,0.97,461.0,0.9365901436385358,No Significant Change,Stable,Stable
4174,Bina,99,1989,5,10.52,38,34,52.1506,48.7448,0.4128,0.4909,-6.53,722.0,0.3944260853675353,No Significant Change,Stable,Stable
4175,Betwa,99,1968,29,248.62,17,55,153.1677,154.4605,0.429,0.4211,0.84,461.0,0.9365901436385358,No Significant Change,Stable,Stable
4176,Betwa,99,1968,29,248.62,17,55,162.6304,163.9181,0.4255,0.4202,0.79,463.0,0.9577019965606357,No Significant Change,Stable,Stable
4177,Betwa,99,1968,34,259.15,17,55,218.7581,218.6029,0.4191,0.4212,-0.07,458.0,0.9050103780362742,No Significant Change,Stable,Stable
4181,Betwa,99,1981,27,239.3,30,42,142.2462,135.9751,0.4227,0.4255,-4.41,679.0,0.5795998898817984,No Significant Change,Stable,Stable
4190,Betwa,99,1958,3,19.41,7,65,11.1166,11.252,0.5163,0.4261,1.22,218.0,0.867091502100376,No Significant Change,Stable,Stable
4191,Ajmar,99,1958,6,105.12,7,65,12.2502,12.714,0.5032,0.4339,3.79,212.0,0.7802257774007577,No Significant Change,Stable,Stable
4192,Halali,99,1964,5,37.45,13,59,20.9107,21.2698,0.4612,0.4401,1.72,372.0,0.8720646899780177,No Significant Change,Stable,Stable
4194,Betwa,99,1958,16,155.35,7,65,45.1143,47.5721,0.5026,0.4174,5.45,203.0,0.654994642544287,No Significant Change,Stable,Stable
4195,Betwa,99,1964,21,192.8,13,59,76.1467,73.3365,0.446,0.4225,-3.69,391.0,0.9183774784955209,No Significant Change,Stable,Stable
4196,Betwa,99,1978,2,7.39,27,45,22.1134,19.7436,0.4193,0.4649,-10.72,695.0,0.3115605659605224,No Significant Change,Stable,Stable
4197,Betwa,99,1964,23,200.19,13,59,101.801,97.6889,0.4461,0.4218,-4.04,390.0,0.930005382969716,No Significant Change,Stable,Stable
4198,Baen,99,1957,2,17.28,6,66,17.1999,18.6127,0.5158,0.4487,8.21,173.0,0.6259691471985966,No Significant Change,Stable,Stable
4200,Betwa,99,1957,25,217.47,6,66,116.3782,118.5778,0.4835,0.422,1.89,189.0,0.8659336507907494,No Significant Change,Stable,Stable
4203,Bhagirathi,99,1984,1,0.6,33,39,83.5606,77.5305,0.3736,0.4607,-7.22,713.0,0.4355024972549352,No Significant Change,Stable,Stable
4205,Bhagirathi,99,2006,3,3629.5,55,17,104.0833,120.824,0.3792,0.4278,16.08,371.0,0.20305318176078246,No Significant Change,Stable,Stable
4208,Mandakini,99,2012,2,0.12,61,11,5.9073,12.8785,0.5778,0.4494,118.01,87.0,0.00010373776870684912,Significant Increase,Wetting,Significant Wetting
4210,Mandakini,99,2012,2,0.12,61,11,15.9231,33.9776,0.5291,0.4099,113.39,87.0,0.00010373776870684912,Significant Increase,Stable,Stable
4211,Mandakini,99,2012,2,0.12,61,11,20.1742,39.5834,0.4955,0.3892,96.21,98.0,0.0002076626281537948,Significant Increase,Stable,Stable
4212,Alaknanda,2,2014,6,442.81,63,9,185.3863,240.9725,0.3828,0.3611,29.98,170.0,0.05434845351784304,No Significant Change,Stable,Stable
4214,Ganga,1,2011,9,4072.31,60,12,289.5782,369.3764,0.334,0.3292,27.56,222.0,0.03774458181478008,Significant Increase,Stable,Stable
4215,Ganga,1,2011,9,4072.31,60,12,322.3949,397.8015,0.3262,0.318,23.39,231.0,0.05218212570117869,No Significant Change,Stable,Stable
4219,Ganga,1,2011,9,4072.31,60,12,326.4886,402.035,0.3251,0.3161,23.14,231.0,0.05218212570117869,No Significant Change,Stable,Stable
4237,Dhauli Ganga,99,2006,2,1.69,55,17,63.832,67.4987,0.4844,0.4898,5.74,436.0,0.6810425143230439,No Significant Change,Stable,Stable
4247,Paisuni,99,1957,4,71.06,6,66,12.218,10.9596,0.2255,0.7223,-10.3,262.0,0.19571074210100092,No Significant Change,Stable,Stable
4249,Baghain,99,1975,2,1.49,24,48,9.3621,12.4681,0.4303,0.6298,33.18,477.0,0.2392684601438161,No Significant Change,Stable,Stable
4250,Ken,99,2000,68,626.4,49,23,396.3263,314.8895,0.3608,0.5774,-20.55,742.0,0.03157527732792358,Significant Reduction,Stable,Stable
4253,Paisuni,99,1975,4,71.06,24,48,16.0377,20.5495,0.4885,0.7399,28.13,520.0,0.5072794698557171,No Significant Change,Stable,Stable
4254,Yamuna,99,1962,465,20632.52,11,61,3733.0312,2970.4238,0.2909,0.3292,-20.43,473.0,0.0320076887631945,Significant Reduction,Drying,Moderate Drying
4259,Ken,99,1960,68,626.4,9,63,410.0271,368.7378,0.2729,0.452,-10.07,337.0,0.36682848106487875,No Significant Change,Stable,Stable
4268,Mirhasan,99,1961,5,6.45,10,62,18.6464,17.0822,0.2661,0.5205,-8.39,368.0,0.34913409587407085,No Significant Change,Stable,Stable
4269,Shyamri,99,1975,1,2.32,24,48,18.553,18.101,0.4091,0.5594,-2.44,617.0,0.6285340513644078,No Significant Change,Drying,Moderate Drying
4270,Ken,99,1976,11,25.18,25,47,67.249,62.342,0.45,0.5055,-7.3,645.0,0.5001877546319797,No Significant Change,Stable,Stable
4271,Sonar,99,2001,39,214.05,50,22,215.3244,173.7095,0.3815,0.6048,-19.33,709.0,0.05267313678414854,No Significant Change,Drying,Mild Drying
4272,Ken,99,1976,50,239.24,25,47,289.4746,254.66,0.3475,0.489,-12.03,710.0,0.14901695266527998,No Significant Change,Drying,Mild Drying
4273,Ken,99,1989,55,245.69,38,34,300.6516,274.912,0.3622,0.5213,-8.56,751.0,0.2385058250908817,No Significant Change,Drying,Mild Drying
4275,Sonar,99,1986,11,127.97,35,37,114.7285,97.2074,0.3512,0.5538,-15.27,807.0,0.07322988087800875,No Significant Change,Drying,Moderate Drying
4276,Banne,99,1988,4,178.8,37,35,12.5827,10.2062,0.4639,0.562,-18.89,805.0,0.07691690093669053,No Significant Change,Stable,Stable
4278,Banne,99,1969,3,14.56,18,54,4.1332,4.3131,0.3765,0.544,4.35,491.0,0.9533339752146197,No Significant Change,Stable,Stable
4281,Ken,99,1974,63,519.21,23,49,357.8816,323.686,0.3514,0.4787,-9.56,653.0,0.28243149450080385,No Significant Change,Stable,Stable
4282,Kutni,99,2000,1,3.5,49,23,9.9824,6.8565,0.439,0.6804,-31.31,803.0,0.0038960562127655753,Significant Reduction,Drying,Moderate Drying
4283,Ken,99,2000,64,522.7,49,23,368.519,291.6318,0.3654,0.5848,-20.86,747.0,0.02709596303580769,Significant Reduction,Stable,Stable
4286,Bearma,99,1958,5,9.9,7,65,16.6335,15.7546,0.381,0.4801,-5.28,252.0,0.654994642544287,No Significant Change,Stable,Stable
4287,Bearma,99,1961,5,17.48,10,62,47.0749,41.2433,0.3328,0.4653,-12.39,377.0,0.27888973796056615,No Significant Change,Drying,Mild Drying
4292,Bearma,99,2001,28,86.08,50,22,85.3498,72.3686,0.3863,0.6052,-15.21,678.0,0.11908397487294549,No Significant Change,Stable,Stable
4294,Bearma,99,2001,28,86.08,50,22,99.7012,84.3926,0.3898,0.6076,-15.35,681.0,0.11064434715623549,No Significant Change,Stable,Stable
4296,Kopra,99,1979,2,5.07,28,44,19.6842,16.6097,0.3397,0.5314,-15.62,778.0,0.06211068309080535,No Significant Change,Drying,Mild Drying
4297,Sonar,99,1986,9,122.91,35,37,73.2705,61.438,0.352,0.5595,-16.15,838.0,0.03230138061763164,Significant Reduction,Drying,Mild Drying
4298,Sonar,99,1981,11,127.97,30,42,94.2399,78.4445,0.3501,0.5311,-16.76,802.0,0.050126729427806556,No Significant Change,Drying,Mild Drying
4299,Ken,99,1976,2,3.27,25,47,19.512,18.4913,0.443,0.487,-5.23,634.0,0.5863818282704669,No Significant Change,Stable,Stable
4302,Ken,99,1975,4,10.68,24,48,34.8737,35.3158,0.4298,0.4908,1.27,579.0,0.9761757918928984,No Significant Change,Stable,Stable
4305,Bewas,99,1986,4,101.1,35,37,32.4419,26.3803,0.3527,0.5752,-18.68,859.0,0.01744176814659133,Significant Reduction,Drying,Moderate Drying
4306,Sonar,99,1964,5,21.81,13,59,40.2578,32.8965,0.34,0.4822,-18.29,505.0,0.07649404528027112,No Significant Change,Drying,Mild Drying
4308,Bearma,99,1962,2,7.42,11,61,15.446,12.8193,0.3508,0.4779,-17.01,435.0,0.12125167585054017,No Significant Change,Stable,Stable
4326,Rihand,99,1992,1,1.55,41,31,29.4039,30.8635,0.3461,0.4991,4.96,613.0,0.8024363413899283,No Significant Change,Stable,Stable
4327,Rihand,99,1992,1,1.55,41,31,200.1232,192.5828,0.3029,0.3494,-3.77,657.0,0.8112430211652333,No Significant Change,Stable,Stable
4330,Gopat,99,1972,3,14.59,21,51,46.2476,48.3329,0.3058,0.4751,4.51,563.0,0.7379604844725894,No Significant Change,Stable,Stable
4331,Gopat,99,1975,1,4.2,24,48,4.8612,4.9919,0.3572,0.3845,2.69,558.0,0.8343864079541257,No Significant Change,Stable,Stable
4332,Gopat,99,1979,9,42.06,28,44,60.697,64.4677,0.2975,0.4416,6.21,616.0,1.0,No Significant Change,Stable,Stable
4333,Gopat,99,2001,1,1.46,50,22,3.9233,4.6125,0.3758,0.5101,17.57,472.0,0.34339488988480626,No Significant Change,Stable,Stable
4334,Gopat,99,1973,15,54.89,22,50,72.2886,77.2697,0.3264,0.419,6.89,540.0,0.9075321621109808,No Significant Change,Stable,Stable
4335,Gopat,99,1978,8,145.21,27,45,17.2656,20.8787,0.4033,0.5327,20.93,520.0,0.31148275557724303,No Significant Change,Stable,Stable
4336,Mayar,99,1977,7,11.68,26,46,6.9882,8.3521,0.3447,0.7772,19.52,639.0,0.6348961518472087,No Significant Change,Stable,Stable
4340,Rihand,99,1962,14,10829.59,11,61,244.6373,224.2823,0.3517,0.3425,-8.32,373.0,0.5625072222270513,No Significant Change,Stable,Stable
4341,Son,99,1978,104,7080.48,27,45,558.7678,554.5199,0.2943,0.3338,-0.76,619.0,0.8981900693076912,No Significant Change,Stable,Stable
4342,Son,99,1978,118,17910.07,27,45,790.606,780.3272,0.2814,0.3324,-1.3,630.0,0.7980310353025457,No Significant Change,Stable,Stable
4347,Banas,99,1979,3,4.65,28,44,8.9741,8.6443,0.3658,0.3807,-3.67,657.0,0.6398594512279607,No Significant Change,Stable,Stable
4348,Banas,99,1979,4,12.38,28,44,34.5786,33.5707,0.3345,0.3825,-2.91,662.0,0.5991243402842671,No Significant Change,Stable,Stable
4349,Son,99,1983,1,1.47,32,40,9.0889,9.1243,0.3833,0.3334,0.39,635.0,0.9593221157832156,No Significant Change,Stable,Stable
4351,Banas,99,2002,5,14.01,51,21,39.9172,37.6773,0.333,0.4436,-5.61,597.0,0.4497406864850092,No Significant Change,Stable,Stable
4352,Banas,99,1982,2,2.97,31,41,4.6509,4.4793,0.4552,0.3568,-3.69,631.0,0.9637108749864155,No Significant Change,Stable,Stable
4353,Banas,99,1972,9,29.04,21,51,51.7228,49.9972,0.3306,0.3817,-3.34,575.0,0.6289205757264098,No Significant Change,Stable,Stable
4354,Banas,99,1974,5,144.25,23,49,9.1827,8.9509,0.4264,0.4068,-2.52,571.0,0.932615822847899,No Significant Change,Stable,Stable
